d3mIndex,QuestionFilename,SentenceFilename
6287,Q629.txt,D615-6.txt
22842,Q2349.txt,D2211-2.txt
27255,Q2825.txt,D2624-7.txt
16667,Q1684.txt,D1600-14.txt
2911,Q282.txt,D281-4.txt
6210,Q621.txt,D339-2.txt
20179,Q2057.txt,D1942-3.txt
14379,Q1438.txt,D1369-2.txt
145,Q19.txt,D19-0.txt
15031,Q1512.txt,D1435-3.txt
22904,Q2358.txt,D2219-6.txt
8002,Q806.txt,D780-10.txt
26165,Q2712.txt,D2528-4.txt
21874,Q2242.txt,D2110-7.txt
5544,Q548.txt,D539-2.txt
21258,Q2179.txt,D2053-7.txt
17228,Q1750.txt,D1657-12.txt
6252,Q626.txt,D612-0.txt
22084,Q2265.txt,D1593-18.txt
11449,Q1145.txt,D1102-3.txt
6892,Q691.txt,D674-4.txt
4969,Q488.txt,D481-11.txt
3628,Q354.txt,D353-0.txt
1225,Q114.txt,D114-9.txt
4831,Q473.txt,D466-8.txt
9182,Q917.txt,D886-4.txt
25666,Q2653.txt,D2477-7.txt
9967,Q994.txt,D959-7.txt
23217,Q2393.txt,D2247-1.txt
21144,Q2167.txt,D2042-2.txt
28518,Q2967.txt,D2742-0.txt
26853,Q2783.txt,D2587-4.txt
9073,Q909.txt,D878-5.txt
27954,Q2906.txt,D371-1.txt
796,Q76.txt,D76-1.txt
12105,Q1211.txt,D1160-16.txt
26154,Q2710.txt,D2526-1.txt
1950,Q195.txt,D195-3.txt
23555,Q2435.txt,D2284-4.txt
3601,Q352.txt,D351-6.txt
19714,Q2004.txt,D1890-1.txt
21194,Q2171.txt,D2045-6.txt
20886,Q2137.txt,D2014-2.txt
11817,Q1178.txt,D1131-11.txt
25511,Q2640.txt,D2464-1.txt
10990,Q1093.txt,D1052-0.txt
25787,Q2669.txt,D1054-13.txt
4126,Q402.txt,D400-9.txt
8636,Q868.txt,D841-8.txt
6888,Q691.txt,D674-0.txt
21148,Q2167.txt,D2042-6.txt
25027,Q2591.txt,D2420-1.txt
4479,Q439.txt,D434-5.txt
24671,Q2547.txt,D2382-10.txt
21839,Q2238.txt,D230-12.txt
28459,Q2959.txt,D2098-1.txt
20330,Q2071.txt,D1954-16.txt
9088,Q911.txt,D880-2.txt
25478,Q2637.txt,D2461-5.txt
17748,Q1800.txt,D1702-2.txt
23645,Q2443.txt,D2292-4.txt
9828,Q979.txt,D945-0.txt
4317,Q420.txt,D416-4.txt
2662,Q255.txt,D255-0.txt
10881,Q1083.txt,D1018-0.txt
27876,Q2897.txt,D2686-13.txt
9723,Q968.txt,D935-3.txt
24139,Q2493.txt,D2335-9.txt
13389,Q1336.txt,D1276-28.txt
1799,Q180.txt,D180-3.txt
28109,Q2921.txt,D2703-16.txt
12705,Q1264.txt,D1209-13.txt
7818,Q786.txt,D760-16.txt
9400,Q938.txt,D906-16.txt
12915,Q1286.txt,D1230-14.txt
21894,Q2245.txt,D996-6.txt
25009,Q2588.txt,D885-14.txt
7242,Q731.txt,D711-3.txt
4964,Q488.txt,D481-6.txt
12141,Q1216.txt,D1165-5.txt
792,Q75.txt,D75-21.txt
19942,Q2030.txt,D1916-14.txt
24537,Q2534.txt,D2371-6.txt
22446,Q2304.txt,D359-2.txt
28393,Q2951.txt,D2728-14.txt
23140,Q2384.txt,D2238-4.txt
10184,Q1013.txt,D977-10.txt
8161,Q821.txt,D795-7.txt
411,Q43.txt,D43-0.txt
16867,Q1706.txt,D1617-2.txt
3469,Q335.txt,D334-11.txt
10123,Q1009.txt,D973-0.txt
22131,Q2267.txt,D2132-19.txt
4868,Q475.txt,D468-6.txt
28783,Q2995.txt,D2767-20.txt
5224,Q514.txt,D179-8.txt
6572,Q656.txt,D641-2.txt
10968,Q1091.txt,D1050-2.txt
26064,Q2701.txt,D2520-5.txt
5384,Q531.txt,D523-0.txt
15623,Q1579.txt,D1497-12.txt
14083,Q1406.txt,D1179-12.txt
4212,Q409.txt,D406-3.txt
8731,Q875.txt,D252-7.txt
27599,Q2865.txt,D2658-13.txt
28819,Q2998.txt,D2769-4.txt
13402,Q1338.txt,D1278-7.txt
11762,Q1172.txt,D357-9.txt
2724,Q263.txt,D263-6.txt
14778,Q1480.txt,D1406-3.txt
26327,Q2732.txt,D2546-9.txt
18775,Q1910.txt,D1804-2.txt
9113,Q912.txt,D881-20.txt
22340,Q2292.txt,D2157-3.txt
25061,Q2596.txt,D2425-10.txt
21138,Q2166.txt,D2041-4.txt
2840,Q277.txt,D276-7.txt
8926,Q895.txt,D865-5.txt
10376,Q1032.txt,D995-10.txt
26883,Q2788.txt,D2592-8.txt
7337,Q741.txt,D371-0.txt
12682,Q1262.txt,D1207-2.txt
676,Q65.txt,D65-1.txt
20063,Q2044.txt,D1930-6.txt
23611,Q2439.txt,D2288-7.txt
9788,Q975.txt,D941-3.txt
365,Q40.txt,D40-7.txt
19762,Q2008.txt,D1894-10.txt
472,Q47.txt,D47-18.txt
764,Q74.txt,D74-3.txt
829,Q80.txt,D80-6.txt
10044,Q1002.txt,D967-11.txt
9312,Q931.txt,D899-3.txt
113,Q16.txt,D16-1.txt
5072,Q497.txt,D490-9.txt
3921,Q382.txt,D380-5.txt
3092,Q299.txt,D298-2.txt
9343,Q933.txt,D901-6.txt
17627,Q1787.txt,D1689-14.txt
23292,Q2403.txt,D2257-3.txt
27396,Q2845.txt,D2642-4.txt
25795,Q2670.txt,D2492-1.txt
16433,Q1660.txt,D1577-8.txt
24297,Q2507.txt,D2347-5.txt
27066,Q2805.txt,D2606-9.txt
28034,Q2914.txt,D2698-3.txt
5285,Q522.txt,D514-2.txt
25412,Q2628.txt,D2453-0.txt
22677,Q2329.txt,D2192-7.txt
2127,Q212.txt,D212-1.txt
11948,Q1190.txt,D1140-11.txt
26306,Q2730.txt,D2544-4.txt
23762,Q2456.txt,D2302-2.txt
1419,Q133.txt,D133-11.txt
4419,Q433.txt,D428-9.txt
21111,Q2163.txt,D2038-5.txt
25002,Q2588.txt,D885-7.txt
8381,Q844.txt,D818-16.txt
17144,Q1740.txt,D1648-2.txt
20304,Q2069.txt,D1953-4.txt
28020,Q2912.txt,D2696-4.txt
15133,Q1520.txt,D1442-2.txt
26891,Q2789.txt,D1795-2.txt
23119,Q2382.txt,D230-8.txt
27217,Q2820.txt,D2619-6.txt
1823,Q182.txt,D182-0.txt
23659,Q2445.txt,D2294-0.txt
3370,Q326.txt,D325-6.txt
5385,Q531.txt,D523-1.txt
9305,Q930.txt,D898-6.txt
2102,Q209.txt,D209-5.txt
17263,Q1754.txt,D1661-2.txt
26485,Q2746.txt,D2558-7.txt
15997,Q1618.txt,D1536-1.txt
20879,Q2136.txt,D2013-0.txt
20456,Q2085.txt,D1967-8.txt
12186,Q1220.txt,D1169-5.txt
15416,Q1556.txt,D1474-1.txt
17517,Q1777.txt,D1681-2.txt
479,Q48.txt,D48-3.txt
16045,Q1622.txt,D1539-4.txt
14665,Q1468.txt,D1395-2.txt
17697,Q1796.txt,D1698-5.txt
7465,Q754.txt,D732-19.txt
11573,Q1156.txt,D1111-3.txt
12814,Q1275.txt,D1219-3.txt
22932,Q2362.txt,D2223-3.txt
17169,Q1744.txt,D1652-6.txt
19424,Q1972.txt,D1859-8.txt
10608,Q1061.txt,D1024-10.txt
24216,Q2499.txt,D1349-14.txt
27899,Q2900.txt,D1142-2.txt
28662,Q2982.txt,D2755-7.txt
22128,Q2267.txt,D2132-16.txt
23232,Q2394.txt,D2248-4.txt
26095,Q2705.txt,D607-3.txt
6687,Q668.txt,D652-12.txt
8525,Q859.txt,D833-11.txt
7608,Q767.txt,D744-10.txt
23626,Q2441.txt,D2290-1.txt
6405,Q641.txt,D626-0.txt
22338,Q2292.txt,D2157-1.txt
22981,Q2368.txt,D2227-1.txt
20186,Q2057.txt,D1942-10.txt
4527,Q444.txt,D439-1.txt
2543,Q243.txt,D243-2.txt
28392,Q2951.txt,D2728-13.txt
106,Q15.txt,D15-0.txt
13782,Q1378.txt,D1316-4.txt
21562,Q2210.txt,D2082-9.txt
24652,Q2546.txt,D2381-7.txt
21945,Q2250.txt,D2117-8.txt
12869,Q1281.txt,D1225-2.txt
4698,Q461.txt,D454-10.txt
16204,Q1636.txt,D1553-15.txt
2423,Q233.txt,D233-2.txt
11291,Q1127.txt,D1085-0.txt
24396,Q2518.txt,D2358-0.txt
24838,Q2568.txt,D2400-4.txt
14541,Q1457.txt,D557-17.txt
20258,Q2066.txt,D1950-12.txt
8577,Q863.txt,D383-21.txt
13802,Q1381.txt,D1319-0.txt
7885,Q795.txt,D769-11.txt
785,Q75.txt,D75-14.txt
21259,Q2179.txt,D2053-8.txt
28738,Q2991.txt,D2763-2.txt
1498,Q141.txt,D141-4.txt
28524,Q2968.txt,D1455-1.txt
17765,Q1801.txt,D1703-12.txt
18238,Q1854.txt,D1753-1.txt
20780,Q2125.txt,D2002-9.txt
21675,Q2222.txt,D2093-1.txt
18414,Q1877.txt,D1774-1.txt
15123,Q1518.txt,D1440-2.txt
2256,Q223.txt,D223-6.txt
24495,Q2531.txt,D2368-6.txt
9440,Q942.txt,D910-2.txt
19254,Q1957.txt,D1847-8.txt
8033,Q810.txt,D784-2.txt
4357,Q425.txt,D420-2.txt
10966,Q1091.txt,D1050-0.txt
10723,Q1069.txt,D1031-15.txt
23961,Q2473.txt,D2317-1.txt
1281,Q120.txt,D120-1.txt
2403,Q231.txt,D231-10.txt
24186,Q2497.txt,D2339-1.txt
12501,Q1243.txt,D359-20.txt
10543,Q1051.txt,D1014-3.txt
11590,Q1156.txt,D1111-20.txt
25726,Q2662.txt,D2485-4.txt
13850,Q1384.txt,D1321-6.txt
14219,Q1418.txt,D1241-12.txt
15045,Q1513.txt,D1436-7.txt
4062,Q395.txt,D393-14.txt
25460,Q2636.txt,D2460-4.txt
25383,Q2626.txt,D2451-4.txt
19228,Q1956.txt,D1846-2.txt
17849,Q1814.txt,D1716-13.txt
7324,Q739.txt,D368-7.txt
11039,Q1097.txt,D1056-3.txt
8401,Q848.txt,D822-0.txt
9544,Q951.txt,D919-11.txt
17055,Q1730.txt,D1639-0.txt
14788,Q1482.txt,D1408-1.txt
12393,Q1235.txt,D1182-3.txt
4242,Q413.txt,D363-1.txt
5159,Q506.txt,D499-0.txt
18428,Q1877.txt,D1774-15.txt
1591,Q151.txt,D151-9.txt
5081,Q497.txt,D490-18.txt
10297,Q1024.txt,D987-6.txt
13471,Q1345.txt,D1285-15.txt
21165,Q2170.txt,D1616-0.txt
85,Q12.txt,D12-3.txt
16576,Q1677.txt,D1593-1.txt
1179,Q110.txt,D110-1.txt
20163,Q2056.txt,D1941-3.txt
19053,Q1937.txt,D453-4.txt
7335,Q740.txt,D719-4.txt
27645,Q2873.txt,D2665-3.txt
23365,Q2413.txt,D2265-2.txt
23408,Q2417.txt,D2268-0.txt
27740,Q2883.txt,D2674-10.txt
21796,Q2235.txt,D1868-12.txt
13445,Q1342.txt,D1282-7.txt
27574,Q2863.txt,D2657-11.txt
12013,Q1203.txt,D1152-1.txt
14733,Q1476.txt,D1402-7.txt
9615,Q957.txt,D484-12.txt
17581,Q1783.txt,D1270-1.txt
13059,Q1302.txt,D1246-1.txt
22273,Q2285.txt,D2150-2.txt
7949,Q801.txt,D775-5.txt
4674,Q460.txt,D453-1.txt
756,Q73.txt,D73-0.txt
8713,Q874.txt,D847-11.txt
3025,Q292.txt,D291-10.txt
18259,Q1855.txt,D1754-15.txt
2982,Q288.txt,D287-6.txt
4063,Q396.txt,D394-0.txt
12756,Q1270.txt,D1215-1.txt
13210,Q1321.txt,D359-5.txt
25006,Q2588.txt,D885-11.txt
19021,Q1934.txt,D1826-13.txt
20043,Q2041.txt,D1927-2.txt
16210,Q1637.txt,D1554-4.txt
22075,Q2265.txt,D1593-9.txt
19302,Q1961.txt,D1850-3.txt
15716,Q1589.txt,D1507-0.txt
20607,Q2102.txt,D1981-9.txt
691,Q65.txt,D65-16.txt
10130,Q1009.txt,D973-7.txt
17189,Q1746.txt,D1654-8.txt
5655,Q560.txt,D551-7.txt
10333,Q1027.txt,D990-1.txt
19934,Q2030.txt,D1916-6.txt
274,Q30.txt,D30-8.txt
1461,Q136.txt,D136-1.txt
8652,Q869.txt,D842-2.txt
11448,Q1145.txt,D1102-2.txt
867,Q83.txt,D83-6.txt
25368,Q2625.txt,D2450-2.txt
13081,Q1303.txt,D1247-3.txt
1212,Q113.txt,D113-12.txt
3328,Q323.txt,D322-2.txt
21103,Q2162.txt,D528-11.txt
190,Q23.txt,D23-0.txt
5625,Q558.txt,D549-24.txt
4678,Q460.txt,D453-5.txt
15624,Q1579.txt,D1497-13.txt
13685,Q1370.txt,D1308-5.txt
20655,Q2109.txt,D1987-0.txt
26788,Q2777.txt,D2584-3.txt
7008,Q705.txt,D687-5.txt
1443,Q135.txt,D135-0.txt
28667,Q2982.txt,D2755-12.txt
2317,Q226.txt,D226-14.txt
20712,Q2116.txt,D1993-4.txt
9036,Q906.txt,D875-10.txt
12208,Q1221.txt,D1170-19.txt
28041,Q2915.txt,D2699-4.txt
2036,Q203.txt,D203-3.txt
8190,Q824.txt,D798-9.txt
24588,Q2538.txt,D2373-2.txt
25963,Q2691.txt,D2510-3.txt
19693,Q2002.txt,D1888-5.txt
19755,Q2008.txt,D1894-3.txt
16901,Q1710.txt,D1621-10.txt
24290,Q2505.txt,D2345-1.txt
25435,Q2631.txt,D2089-11.txt
20522,Q2095.txt,D1774-3.txt
22829,Q2348.txt,D2210-0.txt
21234,Q2176.txt,D2050-8.txt
26116,Q2706.txt,D2523-8.txt
15454,Q1561.txt,D1479-1.txt
703,Q66.txt,D66-11.txt
6819,Q680.txt,D663-9.txt
22157,Q2270.txt,D2135-7.txt
6171,Q618.txt,D606-0.txt
2901,Q281.txt,D280-0.txt
17425,Q1770.txt,D1676-3.txt
14814,Q1485.txt,D1411-11.txt
23877,Q2465.txt,D2309-10.txt
13823,Q1382.txt,D1081-2.txt
7662,Q774.txt,D134-1.txt
15815,Q1598.txt,D1516-1.txt
9333,Q932.txt,D900-11.txt
13428,Q1341.txt,D1281-4.txt
10577,Q1056.txt,D1019-0.txt
24571,Q2536.txt,D1621-17.txt
5323,Q525.txt,D517-15.txt
22600,Q2321.txt,D2184-6.txt
22608,Q2323.txt,D2186-2.txt
25094,Q2599.txt,D2428-4.txt
8334,Q837.txt,D811-4.txt
21466,Q2201.txt,D2074-7.txt
3470,Q335.txt,D334-12.txt
9770,Q972.txt,D938-0.txt
12598,Q1251.txt,D1196-8.txt
28999,Q3017.txt,D2784-5.txt
8670,Q870.txt,D843-12.txt
14158,Q1413.txt,D1346-1.txt
4289,Q418.txt,D414-2.txt
16268,Q1643.txt,D1560-3.txt
8769,Q879.txt,D850-2.txt
23541,Q2432.txt,D351-20.txt
15924,Q1612.txt,D1530-3.txt
25334,Q2621.txt,D2446-9.txt
13151,Q1313.txt,D1257-6.txt
27256,Q2825.txt,D2624-8.txt
26962,Q2794.txt,D2597-1.txt
9550,Q952.txt,D920-5.txt
20154,Q2054.txt,D1940-5.txt
15487,Q1566.txt,D1484-13.txt
5444,Q536.txt,D527-1.txt
25078,Q2598.txt,D2427-9.txt
6381,Q638.txt,D403-1.txt
3354,Q325.txt,D324-5.txt
8789,Q882.txt,D853-3.txt
18793,Q1912.txt,D1806-7.txt
28699,Q2986.txt,D2759-10.txt
13848,Q1384.txt,D1321-4.txt
1952,Q195.txt,D195-5.txt
9793,Q975.txt,D941-8.txt
6699,Q670.txt,D654-4.txt
16341,Q1651.txt,D1568-15.txt
21485,Q2202.txt,D2075-2.txt
10226,Q1018.txt,D981-5.txt
7673,Q774.txt,D134-12.txt
13200,Q1320.txt,D1263-0.txt
2952,Q285.txt,D284-0.txt
13726,Q1373.txt,D1311-0.txt
1253,Q117.txt,D117-4.txt
29166,Q3040.txt,D2804-2.txt
9724,Q968.txt,D935-4.txt
484,Q48.txt,D48-8.txt
22108,Q2266.txt,D2131-12.txt
252,Q28.txt,D28-0.txt
11845,Q1182.txt,D50-0.txt
26806,Q2778.txt,D2141-14.txt
21408,Q2192.txt,D2065-3.txt
26720,Q2767.txt,D2575-12.txt
9762,Q971.txt,D937-1.txt
13443,Q1342.txt,D1282-5.txt
10866,Q1081.txt,D1042-5.txt
28797,Q2996.txt,D342-8.txt
23113,Q2382.txt,D230-2.txt
5328,Q526.txt,D518-3.txt
1655,Q162.txt,D162-0.txt
12012,Q1203.txt,D1152-0.txt
12370,Q1233.txt,D1181-18.txt
25815,Q2673.txt,D2495-0.txt
25125,Q2600.txt,D2429-14.txt
16155,Q1633.txt,D1550-6.txt
27109,Q2810.txt,D2610-5.txt
21014,Q2154.txt,D2031-3.txt
9847,Q981.txt,D947-7.txt
21335,Q2185.txt,D2059-1.txt
3817,Q369.txt,D368-13.txt
21055,Q2158.txt,D2034-3.txt
18777,Q1910.txt,D1804-4.txt
7459,Q754.txt,D732-13.txt
5249,Q520.txt,D512-1.txt
27476,Q2855.txt,D2452-2.txt
15861,Q1601.txt,D1519-13.txt
14488,Q1452.txt,D1382-4.txt
467,Q47.txt,D47-13.txt
9883,Q984.txt,D950-10.txt
9097,Q912.txt,D881-4.txt
9718,Q967.txt,D934-0.txt
18836,Q1916.txt,D1810-5.txt
10587,Q1059.txt,D1022-0.txt
2931,Q283.txt,D282-17.txt
28586,Q2976.txt,D2749-0.txt
8439,Q853.txt,D827-4.txt
24253,Q2502.txt,D2343-0.txt
7931,Q800.txt,D774-10.txt
29137,Q3037.txt,D2802-2.txt
19930,Q2030.txt,D1916-2.txt
26108,Q2706.txt,D2523-0.txt
17544,Q1780.txt,D1684-1.txt
12335,Q1231.txt,D1179-16.txt
921,Q89.txt,D89-1.txt
8105,Q817.txt,D791-0.txt
11689,Q1166.txt,D1120-4.txt
26432,Q2742.txt,D2554-7.txt
25021,Q2590.txt,D2419-0.txt
22935,Q2362.txt,D2223-6.txt
12588,Q1250.txt,D1195-3.txt
17149,Q1741.txt,D1649-3.txt
17859,Q1815.txt,D1717-9.txt
28838,Q3000.txt,D2770-11.txt
11197,Q1114.txt,D1072-14.txt
29015,Q3018.txt,D2785-4.txt
15287,Q1539.txt,D1458-1.txt
9999,Q997.txt,D962-0.txt
24107,Q2489.txt,D2331-2.txt
15359,Q1548.txt,D1466-2.txt
26690,Q2766.txt,D1764-11.txt
1656,Q162.txt,D162-1.txt
11790,Q1176.txt,D1129-3.txt
26609,Q2759.txt,D2568-1.txt
24482,Q2530.txt,D2329-9.txt
19486,Q1979.txt,D1866-1.txt
22452,Q2304.txt,D359-8.txt
3933,Q384.txt,D382-5.txt
26542,Q2752.txt,D2045-1.txt
24220,Q2499.txt,D1349-18.txt
2037,Q203.txt,D203-4.txt
4273,Q416.txt,D412-12.txt
1999,Q200.txt,D200-13.txt
28307,Q2940.txt,D1962-3.txt
1813,Q180.txt,D180-17.txt
305,Q32.txt,D32-9.txt
13308,Q1330.txt,D1271-4.txt
21966,Q2252.txt,D2119-0.txt
18772,Q1909.txt,D857-3.txt
14282,Q1426.txt,D1358-1.txt
3200,Q310.txt,D309-1.txt
22078,Q2265.txt,D1593-12.txt
1378,Q128.txt,D128-7.txt
9100,Q912.txt,D881-7.txt
16095,Q1626.txt,D1543-19.txt
25345,Q2622.txt,D2447-1.txt
12300,Q1229.txt,D1177-5.txt
5594,Q557.txt,D548-1.txt
4002,Q390.txt,D388-0.txt
28815,Q2998.txt,D2769-0.txt
3254,Q315.txt,D314-0.txt
6150,Q615.txt,D270-0.txt
517,Q50.txt,D50-15.txt
28567,Q2971.txt,D698-4.txt
13245,Q1322.txt,D1264-11.txt
17092,Q1733.txt,D1642-2.txt
18893,Q1923.txt,D1816-11.txt
6132,Q611.txt,D600-4.txt
9959,Q993.txt,D958-1.txt
23811,Q2458.txt,D1559-16.txt
21188,Q2171.txt,D2045-0.txt
4375,Q429.txt,D424-0.txt
6030,Q599.txt,D588-10.txt
22593,Q2320.txt,D2183-6.txt
8353,Q840.txt,D814-6.txt
9575,Q953.txt,D921-16.txt
24390,Q2516.txt,D2356-5.txt
3323,Q322.txt,D321-8.txt
12587,Q1250.txt,D1195-2.txt
18529,Q1887.txt,D1784-4.txt
2646,Q253.txt,D253-8.txt
16603,Q1677.txt,D1593-28.txt
16297,Q1647.txt,D1564-3.txt
9851,Q981.txt,D947-11.txt
22278,Q2285.txt,D2150-7.txt
17760,Q1801.txt,D1703-7.txt
23316,Q2407.txt,D2260-3.txt
25881,Q2682.txt,D2503-2.txt
21586,Q2212.txt,D2084-7.txt
128,Q17.txt,D17-6.txt
27875,Q2897.txt,D2686-12.txt
16457,Q1662.txt,D1578-14.txt
567,Q53.txt,D53-9.txt
26132,Q2707.txt,D1158-12.txt
17278,Q1757.txt,D1664-9.txt
6096,Q607.txt,D596-11.txt
26280,Q2726.txt,D660-17.txt
225,Q26.txt,D26-0.txt
4675,Q460.txt,D453-2.txt
8368,Q844.txt,D818-3.txt
24309,Q2509.txt,D2349-5.txt
14531,Q1457.txt,D557-7.txt
10428,Q1038.txt,D1001-6.txt
25266,Q2615.txt,D2441-8.txt
12117,Q1214.txt,D1163-4.txt
17956,Q1830.txt,D1731-4.txt
27751,Q2883.txt,D2674-21.txt
6870,Q687.txt,D670-1.txt
11663,Q1163.txt,D240-6.txt
1322,Q125.txt,D125-1.txt
21169,Q2170.txt,D1616-4.txt
8474,Q856.txt,D830-4.txt
22878,Q2353.txt,D2214-0.txt
26684,Q2766.txt,D1764-5.txt
11136,Q1108.txt,D1066-3.txt
5450,Q536.txt,D527-7.txt
20072,Q2046.txt,D1932-0.txt
23537,Q2432.txt,D351-16.txt
4505,Q440.txt,D435-15.txt
5214,Q513.txt,D506-18.txt
20823,Q2129.txt,D2006-16.txt
3662,Q357.txt,D356-7.txt
3003,Q290.txt,D289-2.txt
28148,Q2925.txt,D2706-19.txt
24624,Q2544.txt,D2379-4.txt
9119,Q912.txt,D881-26.txt
3465,Q335.txt,D334-7.txt
27680,Q2877.txt,D2668-3.txt
21684,Q2222.txt,D2093-10.txt
26711,Q2767.txt,D2575-3.txt
27185,Q2817.txt,D2617-2.txt
2754,Q267.txt,D212-10.txt
17786,Q1804.txt,D1706-10.txt
20502,Q2091.txt,D1972-2.txt
23220,Q2393.txt,D2247-4.txt
20637,Q2105.txt,D1984-4.txt
2040,Q204.txt,D204-2.txt
2546,Q243.txt,D243-5.txt
11305,Q1128.txt,D1086-3.txt
7395,Q748.txt,D726-2.txt
1806,Q180.txt,D180-10.txt
11329,Q1132.txt,D1089-0.txt
14048,Q1402.txt,D1337-1.txt
25149,Q2603.txt,D2431-3.txt
11474,Q1147.txt,D1104-6.txt
4921,Q482.txt,D475-8.txt
24208,Q2499.txt,D1349-4.txt
10153,Q1012.txt,D976-0.txt
9839,Q980.txt,D946-3.txt
741,Q69.txt,D69-4.txt
24056,Q2484.txt,D2326-4.txt
20149,Q2054.txt,D1940-0.txt
7510,Q758.txt,D736-14.txt
17377,Q1767.txt,D557-13.txt
19823,Q2016.txt,D1902-3.txt
15871,Q1603.txt,D1521-0.txt
9871,Q983.txt,D949-1.txt
4156,Q403.txt,D401-27.txt
7551,Q762.txt,D740-2.txt
531,Q51.txt,D51-6.txt
10711,Q1069.txt,D1031-3.txt
351,Q39.txt,D39-3.txt
16485,Q1665.txt,D1581-6.txt
23353,Q2412.txt,D2264-6.txt
1318,Q124.txt,D124-5.txt
19900,Q2025.txt,D1911-6.txt
3538,Q343.txt,D342-2.txt
28836,Q3000.txt,D2770-9.txt
5339,Q527.txt,D519-5.txt
16053,Q1623.txt,D1540-6.txt
6598,Q658.txt,D620-4.txt
4371,Q428.txt,D423-1.txt
22872,Q2352.txt,D2213-1.txt
12220,Q1223.txt,D1172-0.txt
13064,Q1302.txt,D1246-6.txt
10229,Q1018.txt,D981-8.txt
20421,Q2082.txt,D1965-5.txt
3843,Q373.txt,D372-1.txt
18662,Q1898.txt,D1794-2.txt
5161,Q506.txt,D499-2.txt
3633,Q355.txt,D354-0.txt
26141,Q2708.txt,D2524-4.txt
10575,Q1054.txt,D1017-8.txt
24315,Q2509.txt,D2349-11.txt
18671,Q1899.txt,D1795-7.txt
20491,Q2089.txt,D1318-8.txt
5557,Q549.txt,D540-9.txt
5555,Q549.txt,D540-7.txt
26061,Q2701.txt,D2520-2.txt
7171,Q722.txt,D702-9.txt
2922,Q283.txt,D282-8.txt
6100,Q607.txt,D596-15.txt
15617,Q1579.txt,D1497-6.txt
7485,Q757.txt,D735-3.txt
15735,Q1590.txt,D1508-3.txt
19040,Q1935.txt,D1827-16.txt
4281,Q417.txt,D413-1.txt
16180,Q1635.txt,D1552-8.txt
11665,Q1163.txt,D240-8.txt
28226,Q2933.txt,D2714-3.txt
24096,Q2487.txt,D2329-13.txt
16221,Q1638.txt,D1555-9.txt
9921,Q989.txt,D954-5.txt
847,Q82.txt,D82-3.txt
24237,Q2500.txt,D2341-6.txt
18557,Q1888.txt,D1785-17.txt
27027,Q2799.txt,D2600-13.txt
5222,Q514.txt,D179-6.txt
15611,Q1579.txt,D1497-0.txt
4949,Q487.txt,D480-3.txt
8503,Q858.txt,D832-0.txt
26798,Q2778.txt,D2141-6.txt
5261,Q520.txt,D512-13.txt
10397,Q1036.txt,D999-0.txt
25725,Q2662.txt,D2485-3.txt
23088,Q2379.txt,D2234-5.txt
5180,Q511.txt,D504-4.txt
5083,Q497.txt,D490-20.txt
2725,Q263.txt,D263-7.txt
6238,Q623.txt,D609-19.txt
24597,Q2541.txt,D2376-0.txt
