d3mIndex,QuestionFilename,SentenceFilename
4294,Q418.txt,D414-7.txt
5453,Q536.txt,D527-10.txt
7517,Q759.txt,D737-3.txt
5987,Q596.txt,D585-0.txt
6191,Q619.txt,D607-2.txt
7190,Q724.txt,D704-9.txt
4346,Q424.txt,D419-3.txt
12506,Q1243.txt,D359-25.txt
2914,Q283.txt,D282-0.txt
22497,Q2307.txt,D2170-9.txt
9837,Q980.txt,D946-1.txt
6967,Q701.txt,D523-3.txt
2709,Q262.txt,D262-0.txt
2606,Q248.txt,D248-3.txt
12689,Q1263.txt,D1208-1.txt
20048,Q2042.txt,D1928-3.txt
9096,Q912.txt,D881-3.txt
6334,Q634.txt,D620-3.txt
24241,Q2501.txt,D2342-3.txt
4833,Q473.txt,D466-10.txt
28817,Q2998.txt,D2769-2.txt
9084,Q910.txt,D879-3.txt
8739,Q876.txt,D848-2.txt
23109,Q2381.txt,D2236-7.txt
23968,Q2474.txt,D2318-4.txt
13658,Q1367.txt,D1305-10.txt
3818,Q370.txt,D369-0.txt
1534,Q146.txt,D146-2.txt
21110,Q2163.txt,D2038-4.txt
22206,Q2274.txt,D2139-1.txt
437,Q44.txt,D44-22.txt
4435,Q434.txt,D429-3.txt
135,Q17.txt,D17-13.txt
15501,Q1568.txt,D1486-2.txt
21008,Q2152.txt,D2029-5.txt
4925,Q483.txt,D476-2.txt
1909,Q189.txt,D189-7.txt
16324,Q1650.txt,D1567-0.txt
3783,Q366.txt,D365-4.txt
26614,Q2759.txt,D2568-6.txt
6674,Q667.txt,D651-2.txt
6028,Q599.txt,D588-8.txt
6589,Q657.txt,D642-15.txt
11085,Q1103.txt,D1061-7.txt
9428,Q940.txt,D908-17.txt
8097,Q816.txt,D790-10.txt
3914,Q381.txt,D379-8.txt
20594,Q2101.txt,D1137-8.txt
14244,Q1422.txt,D1354-0.txt
17824,Q1812.txt,D1714-0.txt
2541,Q243.txt,D243-0.txt
2272,Q223.txt,D223-22.txt
2996,Q289.txt,D288-10.txt
28084,Q2920.txt,D2702-7.txt
14522,Q1456.txt,D1386-2.txt
15214,Q1529.txt,D1450-1.txt
21348,Q2186.txt,D2060-0.txt
3180,Q308.txt,D307-3.txt
11279,Q1126.txt,D1084-4.txt
7939,Q800.txt,D774-18.txt
12309,Q1229.txt,D1177-14.txt
715,Q67.txt,D67-3.txt
11523,Q1152.txt,D1108-16.txt
6931,Q694.txt,D677-0.txt
11714,Q1167.txt,D1121-22.txt
12507,Q1243.txt,D359-26.txt
12460,Q1240.txt,D1187-17.txt
25484,Q2637.txt,D2461-11.txt
21730,Q2230.txt,D125-4.txt
5462,Q537.txt,D528-6.txt
9670,Q963.txt,D930-3.txt
28112,Q2923.txt,D2705-1.txt
10797,Q1075.txt,D1036-7.txt
13327,Q1332.txt,D1273-5.txt
10967,Q1091.txt,D1050-1.txt
8114,Q818.txt,D792-4.txt
5970,Q594.txt,D583-0.txt
17902,Q1823.txt,D1725-2.txt
15485,Q1566.txt,D1484-11.txt
13052,Q1300.txt,D1244-8.txt
10510,Q1046.txt,D1009-2.txt
20819,Q2129.txt,D2006-12.txt
15561,Q1573.txt,D1491-7.txt
27960,Q2906.txt,D371-7.txt
9352,Q934.txt,D902-3.txt
25200,Q2610.txt,D1364-1.txt
19385,Q1967.txt,D1854-6.txt
23524,Q2432.txt,D351-3.txt
6500,Q648.txt,D633-14.txt
3265,Q316.txt,D315-0.txt
17009,Q1726.txt,D1636-0.txt
25000,Q2588.txt,D885-5.txt
7363,Q744.txt,D722-8.txt
1945,Q194.txt,D194-9.txt
24626,Q2544.txt,D2379-6.txt
27282,Q2831.txt,D2628-3.txt
17037,Q1728.txt,D1637-12.txt
27998,Q2910.txt,D2477-0.txt
12301,Q1229.txt,D1177-6.txt
26138,Q2708.txt,D2524-1.txt
27117,Q2810.txt,D2610-13.txt
27041,Q2802.txt,D2603-3.txt
24366,Q2514.txt,D2354-13.txt
19094,Q1942.txt,D1833-4.txt
25243,Q2614.txt,D2440-4.txt
15192,Q1527.txt,D1448-1.txt
5566,Q551.txt,D542-3.txt
15826,Q1598.txt,D1516-12.txt
16746,Q1693.txt,D251-0.txt
6835,Q682.txt,D665-7.txt
4830,Q473.txt,D466-7.txt
2604,Q248.txt,D248-1.txt
5458,Q537.txt,D528-2.txt
12847,Q1279.txt,D1223-3.txt
27563,Q2863.txt,D2657-0.txt
15952,Q1613.txt,D1531-6.txt
2022,Q201.txt,D201-18.txt
23441,Q2421.txt,D2272-13.txt
2865,Q278.txt,D277-19.txt
10992,Q1093.txt,D1052-2.txt
23443,Q2421.txt,D2272-15.txt
12751,Q1269.txt,D1214-2.txt
9194,Q918.txt,D887-9.txt
16716,Q1689.txt,D1603-10.txt
11315,Q1130.txt,D979-1.txt
4952,Q487.txt,D480-6.txt
1066,Q99.txt,D99-9.txt
17818,Q1810.txt,D1712-3.txt
1941,Q194.txt,D194-5.txt
3640,Q356.txt,D355-0.txt
16354,Q1652.txt,D1569-8.txt
17221,Q1750.txt,D1657-5.txt
4322,Q420.txt,D416-9.txt
11086,Q1103.txt,D1061-8.txt
23820,Q2459.txt,D2174-6.txt
19948,Q2032.txt,D1918-3.txt
8490,Q856.txt,D830-20.txt
966,Q91.txt,D91-5.txt
27589,Q2865.txt,D2658-3.txt
28247,Q2933.txt,D2714-24.txt
10750,Q1072.txt,D1033-1.txt
4221,Q410.txt,D407-7.txt
27687,Q2879.txt,D2670-0.txt
2297,Q225.txt,D225-3.txt
7230,Q730.txt,D710-0.txt
26698,Q2766.txt,D1764-19.txt
27154,Q2812.txt,D2612-3.txt
18600,Q1892.txt,D1789-2.txt
7943,Q800.txt,D774-22.txt
337,Q34.txt,D34-3.txt
24350,Q2513.txt,D2353-1.txt
25203,Q2610.txt,D1364-4.txt
10365,Q1031.txt,D994-2.txt
20167,Q2056.txt,D1941-7.txt
4306,Q419.txt,D415-2.txt
19420,Q1972.txt,D1859-4.txt
19061,Q1937.txt,D453-12.txt
12779,Q1271.txt,D484-5.txt
9373,Q936.txt,D904-6.txt
22988,Q2369.txt,D2228-3.txt
3373,Q326.txt,D325-9.txt
15996,Q1618.txt,D1536-0.txt
22290,Q2286.txt,D2151-3.txt
5273,Q521.txt,D513-7.txt
18912,Q1924.txt,D1817-7.txt
14461,Q1447.txt,D1377-1.txt
23388,Q2414.txt,D1915-4.txt
28965,Q3014.txt,D2782-3.txt
10799,Q1075.txt,D1036-9.txt
6768,Q676.txt,D660-13.txt
3754,Q363.txt,D362-1.txt
5672,Q562.txt,D553-9.txt
15576,Q1574.txt,D1492-14.txt
3422,Q330.txt,D329-7.txt
4141,Q403.txt,D401-12.txt
12448,Q1240.txt,D1187-5.txt
13905,Q1390.txt,D1327-6.txt
1932,Q192.txt,D192-9.txt
15223,Q1530.txt,D1361-3.txt
6547,Q653.txt,D638-10.txt
4562,Q446.txt,D359-11.txt
16052,Q1623.txt,D1540-5.txt
587,Q55.txt,D55-11.txt
16395,Q1657.txt,D1574-9.txt
23617,Q2440.txt,D2289-0.txt
28113,Q2923.txt,D2705-2.txt
20282,Q2067.txt,D1951-8.txt
25349,Q2623.txt,D2448-3.txt
28417,Q2955.txt,D2732-4.txt
20851,Q2132.txt,D2009-2.txt
23497,Q2429.txt,D2279-5.txt
4567,Q446.txt,D359-16.txt
10836,Q1078.txt,D1039-1.txt
22744,Q2337.txt,D2200-0.txt
7947,Q801.txt,D775-3.txt
12901,Q1286.txt,D1230-0.txt
23100,Q2380.txt,D2235-9.txt
9552,Q952.txt,D920-7.txt
18155,Q1844.txt,D1743-9.txt
18427,Q1877.txt,D1774-14.txt
8644,Q868.txt,D841-16.txt
9148,Q914.txt,D883-7.txt
28799,Q2997.txt,D2768-1.txt
8046,Q813.txt,D787-0.txt
15236,Q1532.txt,D1452-3.txt
24229,Q2499.txt,D1349-27.txt
4404,Q432.txt,D427-11.txt
25268,Q2615.txt,D2441-10.txt
26180,Q2713.txt,D2529-8.txt
7920,Q799.txt,D773-3.txt
2043,Q205.txt,D205-0.txt
6343,Q635.txt,D621-3.txt
19480,Q1978.txt,D1865-11.txt
26366,Q2738.txt,D2551-0.txt
996,Q92.txt,D92-15.txt
10792,Q1075.txt,D1036-2.txt
7979,Q804.txt,D778-13.txt
27884,Q2898.txt,D2687-4.txt
9738,Q969.txt,D936-8.txt
27935,Q2903.txt,D2690-13.txt
922,Q89.txt,D89-2.txt
13889,Q1389.txt,D1326-7.txt
6300,Q630.txt,D616-3.txt
10052,Q1004.txt,D969-0.txt
12033,Q1204.txt,D1153-12.txt
3485,Q336.txt,D335-5.txt
28320,Q2942.txt,D2720-5.txt
4510,Q441.txt,D436-3.txt
9177,Q916.txt,D885-19.txt
24267,Q2503.txt,D587-2.txt
20141,Q2053.txt,D1939-2.txt
22148,Q2269.txt,D2134-4.txt
1934,Q193.txt,D193-1.txt
2223,Q220.txt,D220-19.txt
2764,Q269.txt,D268-7.txt
28563,Q2971.txt,D698-0.txt
21674,Q2222.txt,D2093-0.txt
14283,Q1426.txt,D1358-2.txt
5156,Q505.txt,D498-1.txt
11338,Q1133.txt,D1090-8.txt
24188,Q2497.txt,D2339-3.txt
17050,Q1729.txt,D1638-9.txt
28559,Q2970.txt,D2744-20.txt
1446,Q135.txt,D135-3.txt
11044,Q1098.txt,D1057-4.txt
25333,Q2621.txt,D2446-8.txt
28800,Q2997.txt,D2768-2.txt
12152,Q1217.txt,D1166-6.txt
582,Q55.txt,D55-6.txt
23978,Q2475.txt,D2319-1.txt
22912,Q2359.txt,D2220-7.txt
27545,Q2860.txt,D2654-3.txt
5747,Q570.txt,D561-0.txt
5442,Q535.txt,D526-6.txt
25663,Q2653.txt,D2477-4.txt
8542,Q861.txt,D835-7.txt
9840,Q981.txt,D947-0.txt
25452,Q2635.txt,D2459-2.txt
18090,Q1841.txt,D1741-11.txt
5728,Q567.txt,D558-6.txt
19779,Q2011.txt,D1897-1.txt
25513,Q2640.txt,D2464-3.txt
9091,Q911.txt,D880-5.txt
702,Q66.txt,D66-10.txt
17658,Q1792.txt,D1694-6.txt
22713,Q2333.txt,D2196-0.txt
27221,Q2820.txt,D2619-10.txt
6909,Q692.txt,D675-3.txt
18186,Q1846.txt,D1745-7.txt
12976,Q1291.txt,D1235-19.txt
14729,Q1476.txt,D1402-3.txt
5601,Q558.txt,D549-0.txt
2199,Q219.txt,D219-6.txt
1598,Q153.txt,D153-0.txt
11560,Q1155.txt,D467-12.txt
6881,Q689.txt,D672-4.txt
9393,Q938.txt,D906-9.txt
3711,Q360.txt,D359-2.txt
17208,Q1749.txt,D1656-1.txt
23116,Q2382.txt,D230-5.txt
24778,Q2562.txt,D2395-0.txt
20046,Q2042.txt,D1928-1.txt
10165,Q1012.txt,D976-12.txt
9425,Q940.txt,D908-14.txt
3534,Q342.txt,D341-3.txt
23199,Q2391.txt,D2245-0.txt
27188,Q2818.txt,D2618-0.txt
906,Q87.txt,D87-0.txt
12378,Q1233.txt,D1181-26.txt
12594,Q1251.txt,D1196-4.txt
25942,Q2689.txt,D2508-1.txt
11771,Q1172.txt,D357-18.txt
3523,Q341.txt,D340-6.txt
21446,Q2199.txt,D2072-1.txt
25366,Q2625.txt,D2450-0.txt
15915,Q1610.txt,D1528-8.txt
21275,Q2180.txt,D2054-4.txt
3506,Q339.txt,D338-0.txt
15941,Q1612.txt,D1530-20.txt
7308,Q737.txt,D717-14.txt
2382,Q230.txt,D230-6.txt
20386,Q2078.txt,D1961-5.txt
26585,Q2755.txt,D2565-4.txt
12674,Q1261.txt,D1206-5.txt
25528,Q2641.txt,D2465-8.txt
18962,Q1929.txt,D1821-14.txt
15498,Q1567.txt,D1485-3.txt
18740,Q1906.txt,D1801-1.txt
18691,Q1900.txt,D1796-0.txt
26085,Q2704.txt,D2522-5.txt
13595,Q1362.txt,D1301-0.txt
9825,Q978.txt,D944-14.txt
11072,Q1101.txt,D1060-0.txt
16891,Q1710.txt,D1621-0.txt
27933,Q2903.txt,D2690-11.txt
1405,Q132.txt,D132-5.txt
12658,Q1259.txt,D1204-10.txt
12148,Q1217.txt,D1166-2.txt
24642,Q2545.txt,D2380-8.txt
15179,Q1525.txt,D1446-0.txt
10341,Q1027.txt,D990-9.txt
23419,Q2418.txt,D2269-5.txt
1976,Q198.txt,D198-0.txt
12604,Q1252.txt,D1197-4.txt
6263,Q627.txt,D613-8.txt
21145,Q2167.txt,D2042-3.txt
14176,Q1416.txt,D1349-2.txt
2964,Q286.txt,D285-0.txt
19431,Q1974.txt,D1861-0.txt
90,Q13.txt,D13-1.txt
5269,Q521.txt,D513-3.txt
10389,Q1034.txt,D997-4.txt
25307,Q2618.txt,D858-16.txt
7365,Q744.txt,D722-10.txt
18882,Q1923.txt,D1816-0.txt
20743,Q2121.txt,D1998-3.txt
4186,Q407.txt,D404-4.txt
11830,Q1179.txt,D1132-8.txt
23045,Q2373.txt,D66-14.txt
28831,Q3000.txt,D2770-4.txt
12518,Q1245.txt,D557-3.txt
11737,Q1170.txt,D1124-0.txt
4874,Q475.txt,D468-12.txt
11020,Q1095.txt,D1054-10.txt
25677,Q2655.txt,D320-2.txt
20826,Q2130.txt,D2007-2.txt
19130,Q1945.txt,D1836-4.txt
1609,Q155.txt,D155-3.txt
22740,Q2336.txt,D2199-8.txt
19452,Q1976.txt,D1863-5.txt
9154,Q914.txt,D883-13.txt
1785,Q179.txt,D179-3.txt
6004,Q597.txt,D586-7.txt
25602,Q2648.txt,D2472-9.txt
14341,Q1433.txt,D1364-0.txt
26451,Q2743.txt,D2555-15.txt
7627,Q769.txt,D746-2.txt
25162,Q2604.txt,D2432-6.txt
10851,Q1079.txt,D1040-8.txt
4973,Q489.txt,D482-0.txt
21621,Q2216.txt,D2088-12.txt
8884,Q890.txt,D860-9.txt
5563,Q551.txt,D542-0.txt
17119,Q1735.txt,D1644-1.txt
25962,Q2691.txt,D2510-2.txt
3406,Q329.txt,D328-1.txt
17153,Q1742.txt,D1650-0.txt
9754,Q970.txt,D255-3.txt
19751,Q2007.txt,D1893-4.txt
4456,Q435.txt,D430-13.txt
5408,Q532.txt,D524-0.txt
18191,Q1847.txt,D1746-3.txt
6928,Q693.txt,D676-9.txt
11869,Q1183.txt,D1134-1.txt
27209,Q2819.txt,D1596-4.txt
20949,Q2146.txt,D2023-1.txt
11300,Q1127.txt,D1085-9.txt
23157,Q2385.txt,D2239-6.txt
5707,Q566.txt,D557-12.txt
12912,Q1286.txt,D1230-11.txt
2168,Q217.txt,D217-3.txt
5470,Q538.txt,D529-0.txt
15005,Q1509.txt,D1432-0.txt
17651,Q1791.txt,D1693-5.txt
6948,Q698.txt,D681-2.txt
5570,Q551.txt,D542-7.txt
13589,Q1361.txt,D1300-2.txt
848,Q82.txt,D82-4.txt
29050,Q3023.txt,D2790-2.txt
6126,Q610.txt,D599-6.txt
14857,Q1492.txt,D1417-7.txt
11545,Q1154.txt,D1110-18.txt
14233,Q1421.txt,D1353-0.txt
26968,Q2794.txt,D2597-7.txt
26010,Q2695.txt,D2514-2.txt
24885,Q2574.txt,D2406-2.txt
5499,Q541.txt,D532-2.txt
13307,Q1330.txt,D1271-3.txt
11334,Q1133.txt,D1090-4.txt
26615,Q2759.txt,D2568-7.txt
19783,Q2011.txt,D1897-5.txt
15302,Q1542.txt,D318-2.txt
794,Q75.txt,D75-23.txt
10060,Q1004.txt,D969-8.txt
11746,Q1171.txt,D1125-0.txt
16480,Q1665.txt,D1581-1.txt
21672,Q2221.txt,D1142-3.txt
1255,Q117.txt,D117-6.txt
21743,Q2230.txt,D125-17.txt
20772,Q2125.txt,D2002-1.txt
10687,Q1068.txt,D1030-9.txt
26838,Q2781.txt,D1308-14.txt
6512,Q648.txt,D633-26.txt
22312,Q2289.txt,D2154-13.txt
1513,Q143.txt,D143-2.txt
4444,Q435.txt,D430-1.txt
27069,Q2805.txt,D2606-12.txt
25945,Q2690.txt,D2509-1.txt
6155,Q615.txt,D270-5.txt
17032,Q1728.txt,D1637-7.txt
6583,Q657.txt,D642-9.txt
6546,Q653.txt,D638-9.txt
26335,Q2733.txt,D1372-3.txt
476,Q48.txt,D48-0.txt
21932,Q2249.txt,D2116-7.txt
13724,Q1372.txt,D1310-13.txt
5730,Q567.txt,D558-8.txt
19290,Q1960.txt,D801-17.txt
15650,Q1581.txt,D1499-1.txt
27000,Q2796.txt,D2598-5.txt
12563,Q1247.txt,D1192-6.txt
7220,Q728.txt,D708-0.txt
12311,Q1229.txt,D1177-16.txt
21668,Q2220.txt,D2092-2.txt
27903,Q2901.txt,D2688-1.txt
13729,Q1374.txt,D1312-1.txt
5196,Q513.txt,D506-0.txt
6560,Q655.txt,D640-0.txt
26196,Q2715.txt,D2531-2.txt
7709,Q778.txt,D752-2.txt
4485,Q439.txt,D434-11.txt
4753,Q466.txt,D459-7.txt
21009,Q2152.txt,D2029-6.txt
23389,Q2414.txt,D1915-5.txt
8356,Q841.txt,D815-2.txt
11749,Q1171.txt,D1125-3.txt
4494,Q440.txt,D435-4.txt
13544,Q1354.txt,D1293-3.txt
9922,Q989.txt,D954-6.txt
2142,Q213.txt,D213-4.txt
26070,Q2702.txt,D1361-4.txt
5416,Q533.txt,D195-7.txt
5053,Q496.txt,D489-4.txt
21477,Q2201.txt,D2074-18.txt
22259,Q2282.txt,D2147-3.txt
19453,Q1976.txt,D1863-6.txt
20785,Q2126.txt,D2003-2.txt
12815,Q1275.txt,D1219-4.txt
16827,Q1701.txt,D473-8.txt
9332,Q932.txt,D900-10.txt
19822,Q2016.txt,D1902-2.txt
26900,Q2789.txt,D1795-11.txt
7334,Q740.txt,D719-3.txt
23842,Q2460.txt,D2304-15.txt
7917,Q799.txt,D773-0.txt
13417,Q1339.txt,D1279-10.txt
28328,Q2944.txt,D855-2.txt
6744,Q674.txt,D658-14.txt
27741,Q2883.txt,D2674-11.txt
4487,Q439.txt,D434-13.txt
27646,Q2874.txt,D2666-0.txt
7153,Q720.txt,D700-1.txt
24716,Q2552.txt,D2386-12.txt
15916,Q1610.txt,D1528-9.txt
12601,Q1252.txt,D1197-1.txt
2386,Q230.txt,D230-10.txt
4819,Q472.txt,D465-4.txt
5580,Q555.txt,D546-1.txt
11511,Q1152.txt,D1108-4.txt
21403,Q2191.txt,D2064-6.txt
13806,Q1381.txt,D1319-4.txt
11307,Q1128.txt,D1086-5.txt
22229,Q2276.txt,D2141-16.txt
20738,Q2120.txt,D1997-8.txt
27871,Q2897.txt,D2686-8.txt
22265,Q2284.txt,D2149-1.txt
16909,Q1711.txt,D1622-0.txt
14081,Q1406.txt,D1179-10.txt
17702,Q1796.txt,D1698-10.txt
7407,Q749.txt,D727-7.txt
16760,Q1694.txt,D1607-10.txt
5149,Q503.txt,D496-1.txt
14705,Q1471.txt,D1398-19.txt
25939,Q2688.txt,D2507-12.txt
11935,Q1189.txt,D1139-15.txt
7749,Q781.txt,D755-7.txt
26873,Q2787.txt,D2591-6.txt
22992,Q2369.txt,D2228-7.txt
9208,Q920.txt,D889-1.txt
17251,Q1752.txt,D1659-4.txt
22,Q3.txt,D3-4.txt
18159,Q1844.txt,D1743-13.txt
21916,Q2248.txt,D2115-1.txt
8422,Q850.txt,D824-8.txt
26693,Q2766.txt,D1764-14.txt
8053,Q813.txt,D787-7.txt
10448,Q1039.txt,D1002-5.txt
13405,Q1338.txt,D1278-10.txt
14392,Q1439.txt,D1370-0.txt
17670,Q1793.txt,D1695-1.txt
2377,Q230.txt,D230-1.txt
11876,Q1183.txt,D1134-8.txt
9863,Q982.txt,D948-4.txt
18129,Q1843.txt,D1742-10.txt
14177,Q1416.txt,D1349-3.txt
6222,Q623.txt,D609-3.txt
24383,Q2515.txt,D2355-4.txt
6665,Q665.txt,D649-2.txt
8523,Q859.txt,D833-9.txt
11826,Q1179.txt,D1132-4.txt
25121,Q2600.txt,D2429-10.txt
6159,Q615.txt,D270-9.txt
14785,Q1481.txt,D1407-1.txt
9639,Q959.txt,D926-4.txt
23516,Q2431.txt,D2281-4.txt
12892,Q1283.txt,D1227-2.txt
20448,Q2085.txt,D1967-0.txt
10213,Q1016.txt,D980-1.txt
15419,Q1557.txt,D1475-1.txt
2806,Q274.txt,D273-9.txt
21120,Q2164.txt,D2039-2.txt
4413,Q433.txt,D428-3.txt
9485,Q945.txt,D913-5.txt
25151,Q2603.txt,D2431-5.txt
16763,Q1694.txt,D1607-13.txt
28805,Q2997.txt,D2768-7.txt
20869,Q2135.txt,D2012-3.txt
25085,Q2598.txt,D2427-16.txt
11532,Q1154.txt,D1110-5.txt
12629,Q1256.txt,D1201-2.txt
12317,Q1230.txt,D1178-3.txt
24715,Q2552.txt,D2386-11.txt
5752,Q570.txt,D561-5.txt
3675,Q357.txt,D356-20.txt
20974,Q2149.txt,D2026-1.txt
19338,Q1965.txt,D557-14.txt
3649,Q356.txt,D355-9.txt
6305,Q631.txt,D617-4.txt
12428,Q1239.txt,D1186-1.txt
3034,Q293.txt,D292-7.txt
12308,Q1229.txt,D1177-13.txt
16938,Q1714.txt,D1625-11.txt
690,Q65.txt,D65-15.txt
944,Q90.txt,D90-4.txt
16619,Q1679.txt,D1595-2.txt
19789,Q2012.txt,D1898-0.txt
20331,Q2071.txt,D1954-17.txt
15715,Q1588.txt,D1506-2.txt
14556,Q1459.txt,D1388-2.txt
17471,Q1773.txt,D549-25.txt
8315,Q834.txt,D808-6.txt
8625,Q867.txt,D840-2.txt
14803,Q1485.txt,D1411-0.txt
3948,Q385.txt,D383-4.txt
17601,Q1785.txt,D1687-9.txt
1935,Q193.txt,D193-2.txt
5683,Q563.txt,D554-6.txt
14063,Q1405.txt,D1197-0.txt
15431,Q1559.txt,D1477-2.txt
14439,Q1444.txt,D1154-13.txt
27585,Q2864.txt,D862-7.txt
15907,Q1610.txt,D1528-0.txt
19270,Q1959.txt,D1849-10.txt
15713,Q1588.txt,D1506-0.txt
4697,Q461.txt,D454-9.txt
27500,Q2857.txt,D2652-1.txt
29018,Q3018.txt,D2785-7.txt
12716,Q1264.txt,D1209-24.txt
8443,Q853.txt,D827-8.txt
12781,Q1271.txt,D484-7.txt
26659,Q2764.txt,D2573-4.txt
12250,Q1226.txt,D1035-0.txt
647,Q62.txt,D62-1.txt
6707,Q671.txt,D655-3.txt
20312,Q2070.txt,D269-2.txt
8610,Q866.txt,D839-8.txt
16442,Q1661.txt,D1544-3.txt
19556,Q1988.txt,D881-7.txt
24840,Q2568.txt,D2400-6.txt
26911,Q2789.txt,D1795-22.txt
12557,Q1247.txt,D1192-0.txt
13009,Q1295.txt,D1239-13.txt
13833,Q1382.txt,D1081-12.txt
14918,Q1499.txt,D1423-0.txt
12910,Q1286.txt,D1230-9.txt
13114,Q1307.txt,D1251-8.txt
11500,Q1151.txt,D1107-2.txt
6649,Q662.txt,D646-12.txt
21615,Q2216.txt,D2088-6.txt
14443,Q1445.txt,D1375-1.txt
27841,Q2893.txt,D2683-12.txt
1049,Q97.txt,D97-18.txt
14867,Q1495.txt,D1420-1.txt
5195,Q512.txt,D505-8.txt
7387,Q747.txt,D725-7.txt
8304,Q833.txt,D807-13.txt
6871,Q687.txt,D670-2.txt
25183,Q2606.txt,D2434-7.txt
2166,Q217.txt,D217-1.txt
24797,Q2563.txt,D1196-3.txt
9714,Q966.txt,D933-6.txt
24621,Q2544.txt,D2379-1.txt
5303,Q524.txt,D516-4.txt
11167,Q1112.txt,D1070-0.txt
6510,Q648.txt,D633-24.txt
11994,Q1199.txt,D1148-6.txt
15862,Q1601.txt,D1519-14.txt
20113,Q2049.txt,D1935-4.txt
12303,Q1229.txt,D1177-8.txt
21748,Q2230.txt,D125-22.txt
14286,Q1426.txt,D1358-5.txt
18685,Q1899.txt,D1795-21.txt
26544,Q2752.txt,D2045-3.txt
19729,Q2005.txt,D1891-10.txt
21964,Q2251.txt,D2118-7.txt
5558,Q550.txt,D541-0.txt
2191,Q218.txt,D218-5.txt
27759,Q2884.txt,D2675-3.txt
22088,Q2265.txt,D1593-22.txt
2941,Q283.txt,D282-27.txt
2172,Q217.txt,D217-7.txt
16948,Q1716.txt,D1627-0.txt
21604,Q2215.txt,D2087-0.txt
26114,Q2706.txt,D2523-6.txt
3411,Q329.txt,D328-6.txt
15581,Q1575.txt,D1493-3.txt
24695,Q2549.txt,D2384-6.txt
13432,Q1341.txt,D1281-8.txt
16206,Q1637.txt,D1554-0.txt
