radonFile_index,state,state2,stfips,zip,region,typebldg,floor,room,basement,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,cntyfips,county,fips,Uppm,county_code
5106,MN,MN,27,55303,3,1,0,2,Y,5,2,38,1000,1600,122887,123087,3.1,9.9,471.366223,0,0,3,ANOKA,27003,0.428565,1
5108,MN,MN,27,55303,3,1,0,4,Y,1,2,41,1750,1645,12888,13088,7,4.6,485.435931,0,0,3,ANOKA,27003,0.428565,1
5110,MN,MN,27,55303,3,1,0,4,Y,1,2,48,1700,1700,20288,20288,5.2,4.8,485.435931,0,0,3,ANOKA,27003,0.428565,1
5111,MN,MN,27,55303,3,1,0,2,Y,2,2,48,1530,1530,21388,21588,4.5,5.9,461.62367,1,0,3,ANOKA,27003,0.428565,1
5113,MN,MN,27,55303,3,1,0,2,Y,1,2,2,2030,2030,22688,22888,2.8,8.4,485.435931,0,0,3,ANOKA,27003,0.428565,1
5116,MN,MN,27,55304,3,1,0,0,Y,3,2,22,1905,1325,120287,121187,4.2,9.5,433.316718,0,0,3,ANOKA,27003,0.428565,1
5117,MN,MN,27,55304,3,0,0,0, ,1,2,23,2040,2230,32288,32688,5.4,10.2,485.435931,0,0,3,ANOKA,27003,0.428565,1
5118,MN,MN,27,55304,3,1,0,2,Y,1,2,28,1600,1815,121387,121587,4,9.9,485.435931,0,0,3,ANOKA,27003,0.428565,1
5121,MN,MN,27,55304,3,1,0,4,Y,1,2,38,900,900,20288,20288,1.4,21.6,485.435931,0,0,3,ANOKA,27003,0.428565,1
5123,MN,MN,27,55304,3,1,0,4,Y,3,2,49,715,735,20288,20288,2.9,8.8,433.316718,0,0,3,ANOKA,27003,0.428565,1
5125,MN,MN,27,55304,3,1,1,3,N,2,2,2,1730,1730,22388,22588,0.2,0,461.62367,0,0,3,ANOKA,27003,0.428565,1
5126,MN,MN,27,55421,3,1,0,2,Y,1,5,21,1217,1220,120287,121087,2.4,14.1,2116.561544,0,0,3,ANOKA,27003,0.428565,1
5127,MN,MN,27,55421,3,5,1,3,N,2,5,36,2230,2230,10188,10188,1.1,24,2246.96884,0,0,3,ANOKA,27003,0.428565,1
5130,MN,MN,27,55432,3,1,0,4,Y,4,5,4,2115,2030,22988,30388,1.7,20.8,2314.365189,0,0,3,ANOKA,27003,0.428565,1
5131,MN,MN,27,55433,3,0,0,0, ,1,5,33,845,1000,12188,12388,2.9,7.3,2116.561544,0,0,3,ANOKA,27003,0.428565,1
5133,MN,MN,27,55434,3,1,0,2,Y,5,5,33,1815,1815,122787,122987,1.7,20,2179.503255,0,0,3,ANOKA,27003,0.428565,1
5134,MN,MN,27,55434,3,1,0,2,Y,4,5,38,1600,1600,11388,11588,1.4,18.8,2314.365189,0,0,3,ANOKA,27003,0.428565,1
5135,MN,MN,27,55434,3,1,0,2,Y,1,5,40,1100,1110,11888,12088,1.9,10.4,2116.561544,0,0,3,ANOKA,27003,0.428565,1
5136,MN,MN,27,55434,3,1,0,4,Y,2,5,38,1515,1515,12988,13188,1.8,12.2,2246.96884,0,0,3,ANOKA,27003,0.428565,1
5137,MN,MN,27,56501,2,1,1,3,Y,5,3,25,1215,1330,121487,121687,1.2,22.7,893.23743,0,0,5,BECKER,27005,0.892741,2
5138,MN,MN,27,56501,2,1,0,2,Y,3,3,41,2025,2100,11788,11988,4.3,9.1,1071.318034,0,0,5,BECKER,27005,0.892741,2
5139,MN,MN,27,56544,2,1,1,3,N,3,3,44,1000,1000,12188,12388,4.5,6,1071.318034,0,0,5,BECKER,27005,0.892741,2
5140,MN,MN,27,56601,2,1,0,4,Y,4,3,31,1320,1605,122087,122287,6.3,6.9,990.411554,0,0,7,BELTRAMI,27007,0.552472,3
5141,MN,MN,27,56601,2,1,0,2,Y,2,3,32,1430,1900,122887,123087,4.6,7.2,921.864905,0,0,7,BELTRAMI,27007,0.552472,3
5143,MN,MN,27,56647,2,1,1,3,Y,2,3,40,1000,1000,11888,12088,2.2,8.2,921.864905,2,0,7,BELTRAMI,27007,0.552472,3
5144,MN,MN,27,56676,2,1,1,3,N,1,3,26,1400,1900,121287,121787,0.4,0,1024.442902,0,0,7,BELTRAMI,27007,0.552472,3
5145,MN,MN,27,56683,2,1,1,1,N,1,3,42,1100,1100,11788,11988,4.6,6.7,1024.442902,0,0,7,BELTRAMI,27007,0.552472,3
5146,MN,MN,27,56727,2,1,1,7,Y,2,1,38,1315,1315,11288,11488,4.4,8.3,348.042925,2,0,7,BELTRAMI,27007,0.552472,3
5147,MN,MN,27,56329,5,1,0,2,Y,4,4,45,930,940,13188,20288,6.6,4.6,1177.377355,0,0,9,BENTON,27009,0.866849,4
5148,MN,MN,27,56379,5,1,0,4,Y,5,3,40,1110,2130,11888,12088,2.7,9.8,893.23743,0,0,9,BENTON,27009,0.866849,4
5149,MN,MN,27,56379,5,1,1,3,N,2,3,4,1830,1830,22888,30388,2.9,11.4,921.864905,0,0,9,BENTON,27009,0.866849,4
5150,MN,MN,27,56379,5,1,0,4,Y,4,3,4,1500,1500,22888,30388,2.9,7.3,990.411554,0,0,9,BENTON,27009,0.866849,4
5151,MN,MN,27,56225,5,1,0,4,Y,1,4,21,1300,710,120287,121187,7.2,5.3,1088.985661,0,0,11,BIG STONE,27011,1.47264,5
5152,MN,MN,27,56225,5,1,0,4,Y,4,4,36,1400,1400,122887,123087,5,7.3,1177.377355,0,0,11,BIG STONE,27011,1.47264,5
5155,MN,MN,27,56001,4,1,0,4,Y,2,3,32,2100,2100,122687,122887,13,3,921.864905,0,0,13,BLUE EARTH,27013,1.31208,6
5156,MN,MN,27,56001,4,1,0,4,Y,4,3,34,812,844,123187,10188,7.2,4.4,990.411554,0,0,13,BLUE EARTH,27013,1.31208,6
5157,MN,MN,27,56001,4,1,0,4,Y,3,3,38,1900,700,31688,31988,6.8,4.9,1071.318034,0,0,13,BLUE EARTH,27013,1.31208,6
5158,MN,MN,27,56001,4,1,0,4,Y,5,3,45,1800,1800,12688,12888,12.8,5.4,893.23743,0,0,13,BLUE EARTH,27013,1.31208,6
5159,MN,MN,27,56001,4,2,1,3,Y,1,3,47,1930,1930,20288,20288,5.8,5.9,1024.442902,0,0,13,BLUE EARTH,27013,1.31208,6
5160,MN,MN,27,56001,4,1,0,4,Y,2,3,47,820,1045,20288,20288,9.5,3.8,921.864905,1,0,13,BLUE EARTH,27013,1.31208,6
5161,MN,MN,27,56001,4,1,0,7,Y,4,3,47,1300,1301,20288,20288,6,5.6,990.411554,0,0,13,BLUE EARTH,27013,1.31208,6
5162,MN,MN,27,56001,4,1,0,7,Y,5,3,48,2010,2025,20288,20288,3.8,7.6,893.23743,0,0,13,BLUE EARTH,27013,1.31208,6
5163,MN,MN,27,56001,4,1,1,3,Y,1,3,3,2030,2030,22788,30388,14.3,2.9,1024.442902,0,0,13,BLUE EARTH,27013,1.31208,6
5164,MN,MN,27,56010,4,1,0,4,Y,5,3,22,800,800,121287,121487,1.8,13.2,893.23743,0,0,13,BLUE EARTH,27013,1.31208,6
5165,MN,MN,27,56055,4,1,0,2,Y,3,3,28,1230,1230,121687,121887,6.9,5.1,1071.318034,0,0,13,BLUE EARTH,27013,1.31208,6
5166,MN,MN,27,56055,4,1,0,0, ,5,3,38,1300,1257,10188,11188,4.7,5.1,893.23743,0,0,13,BLUE EARTH,27013,1.31208,6
5167,MN,MN,27,56055,4,1,0,4,Y,1,3,48,1800,1800,22988,30388,9.5,4.3,1024.442902,0,0,13,BLUE EARTH,27013,1.31208,6
5168,MN,MN,27,56073,4,1,1,0,Y,2,3,33,715,715,122987,123187,2.5,9.8,921.864905,0,0,15,BROWN,27015,1.31993,7
5169,MN,MN,27,56073,4,1,0,4,Y,1,3,33,730,730,122787,122987,6.7,3.9,1024.442902,0,0,15,BROWN,27015,1.31993,7
5170,MN,MN,27,56073,4,1,1,3,Y,3,3,33,830,830,11188,11388,4,5.4,1071.318034,0,0,15,BROWN,27015,1.31993,7
5171,MN,MN,27,56073,4,1,0,2,Y,5,3,38,1247,2221,12288,12488,10.1,5.8,893.23743,0,0,15,BROWN,27015,1.31993,7
5172,MN,MN,27,55720,5,1,0,1,Y,3,4,25,600,600,10188,10188,2.2,8.7,1214.922779,0,0,17,CARLTON,27017,0.717261,8
5173,MN,MN,27,55720,5,1,0,0,Y,2,4,34,930,930,10188,10188,1.8,11.3,1146.49919,0,0,17,CARLTON,27017,0.717261,8
5174,MN,MN,27,55720,5,1,0,2,Y,4,4,34,1700,1700,122287,122487,3.4,9.6,1177.377355,0,0,17,CARLTON,27017,0.717261,8
5175,MN,MN,27,55720,5,1,1,7,Y,1,4,37,1400,2000,121887,122087,5.6,28.9,1088.985661,0,0,17,CARLTON,27017,0.717261,8
5176,MN,MN,27,55720,5,1,0,4,Y,4,2,37,1930,1930,122687,122887,4.3,10.8,461.274696,0,0,17,CARLTON,27017,0.717261,8
5177,MN,MN,27,55720,5,1,0,2,Y,5,4,48,630,630,20288,20288,3.9,8,1105.956867,0,0,17,CARLTON,27017,0.717261,8
5179,MN,MN,27,55733,5,1,0,2,Y,2,4,25,1820,1845,121287,121487,4.2,6.5,1146.49919,0,0,17,CARLTON,27017,0.717261,8
5180,MN,MN,27,55757,5,1,0,4,Y,3,4,22,1730,1730,121187,121487,0.8,23.4,1214.922779,0,0,17,CARLTON,27017,0.717261,8
5183,MN,MN,27,55318,5,1,0,4,Y,1,4,45,1800,1800,22488,22688,12.9,3.4,1088.985661,0,0,19,CARVER,27019,1.10061,9
5184,MN,MN,27,55318,5,1,1,1,Y,5,4,2,2130,2130,22388,22588,14.7,3.1,1105.956867,0,0,19,CARVER,27019,1.10061,9
5185,MN,MN,27,55368,5,1,1,7,Y,4,4,38,1610,1615,31588,31788,4.7,16,1177.377355,0,0,19,CARVER,27019,1.10061,9
5187,MN,MN,27,55388,5,1,1,3,Y,1,4,48,900,900,20288,20288,0,0,1088.985661,0,0,19,CARVER,27019,1.10061,9
5188,MN,MN,27,56401,2,1,0,4,Y,2,3,39,1300,1300,11388,11588,3.7,8,921.864905,0,0,21,CASS,27021,0.544319,10
5190,MN,MN,27,56452,2,1,0,2,Y,1,3,31,930,930,10188,10188,1.9,11.8,1024.442902,0,0,21,CASS,27021,0.544319,10
5191,MN,MN,27,56473,2,1,0,7,Y,1,3,1,1730,2030,30388,30388,5.3,6.8,1024.442902,0,0,21,CASS,27021,0.544319,10
5192,MN,MN,27,56474,2,1,0,4,Y,4,3,48,1350,1350,20288,20288,4,6.7,990.411554,0,0,21,CASS,27021,0.544319,10
5193,MN,MN,27,56222,5,1,0,2,Y,1,4,32,1430,1130,10188,10188,7.7,3.9,1088.985661,0,0,23,CHIPPEWA,27023,1.3148,11
5194,MN,MN,27,56265,5,1,0,2,Y,5,4,25,1700,1700,122687,122887,1.4,14,1105.956867,0,0,23,CHIPPEWA,27023,1.3148,11
5197,MN,MN,27,55025,5,1,0,4,Y,4,2,24,730,730,121487,121687,0.8,19.2,461.274696,0,0,25,CHISAGO,27025,0.479352,12
5199,MN,MN,27,55045,5,1,0,4,Y,5,4,35,1100,1100,122787,122987,5,8.6,1105.956867,0,0,25,CHISAGO,27025,0.479352,12
5200,MN,MN,27,55045,5,1,0,2,Y,5,4,36,1330,1330,122687,122887,2.1,11,1105.956867,0,0,25,CHISAGO,27025,0.479352,12
5202,MN,MN,27,55092,5,1,0,2,Y,5,4,29,1800,1800,11088,11288,8.1,4,1105.956867,1,0,25,CHISAGO,27025,0.479352,12
5204,MN,MN,27,56514,2,1,0,2,Y,5,3,40,1815,2015,12088,12288,12.9,6.9,893.23743,0,0,27,CLAY,27027,1.41027,13
5205,MN,MN,27,56529,2,1,0,4,Y,4,3,45,2000,2030,13088,20288,2.6,8.9,990.411554,0,0,27,CLAY,27027,1.41027,13
5206,MN,MN,27,56547,2,1,1,3, ,5,3,22,930,930,120287,121187,3.5,8.9,893.23743,0,0,27,CLAY,27027,1.41027,13
5207,MN,MN,27,56549,2,1,0,4,Y,1,3,28,755,935,122187,122387,26.6,2.5,1024.442902,2,0,27,CLAY,27027,1.41027,13
5208,MN,MN,27,56549,2,0,0,0, ,4,3,33,1140,0,122987,123187,1.5,20.9,990.411554,0,0,27,CLAY,27027,1.41027,13
5209,MN,MN,27,56560,2,1,0,2,Y,2,3,22,715,715,120287,121187,13,3.2,921.864905,0,0,27,CLAY,27027,1.41027,13
5210,MN,MN,27,56560,2,1,0,4,Y,4,3,22,2100,2300,122087,122287,8.8,5.2,990.411554,0,0,27,CLAY,27027,1.41027,13
5211,MN,MN,27,56560,2,1,0,4,Y,3,3,23,1130,1130,31988,32188,19.5,2.8,1071.318034,0,0,27,CLAY,27027,1.41027,13
5212,MN,MN,27,56560,2,1,1,3,N,4,3,36,1000,1000,11988,12188,2.5,11.4,990.411554,0,0,27,CLAY,27027,1.41027,13
5213,MN,MN,27,56560,2,1,0,2,Y,1,3,44,2200,2200,12488,12688,9,5.1,1024.442902,1,0,27,CLAY,27027,1.41027,13
5215,MN,MN,27,56560,2,2,0,4,Y,5,3,47,1430,1430,20288,20288,3.6,7,893.23743,0,0,27,CLAY,27027,1.41027,13
5216,MN,MN,27,56560,2,0,1,0, ,2,3,2,719,1300,22888,30388,6.9,5.2,921.864905,0,0,27,CLAY,27027,1.41027,13
5217,MN,MN,27,56621,2,1,1,3,N,2,3,23,800,800,121487,121687,4.8,7.7,921.864905,0,0,29,CLEARWATER,27029,0.941896,14
5218,MN,MN,27,56621,2,1,0,4,Y,5,3,37,1000,1000,122887,123087,3.4,8.9,893.23743,0,0,29,CLEARWATER,27029,0.941896,14
5219,MN,MN,27,56621,2,3,1,7,N,4,3,39,830,830,31588,31788,0.9,26.9,990.411554,0,0,29,CLEARWATER,27029,0.941896,14
5220,MN,MN,27,56621,2,1,0,2,Y,5,3,42,1622,2015,11988,12188,3.4,7.4,893.23743,0,0,29,CLEARWATER,27029,0.941896,14
5221,MN,MN,27,55612,1,1,0,4,Y,3,1,25,1430,1614,121287,121487,2.7,10,348.042925,0,0,31,COOK,27031,0.603508,15
5222,MN,MN,27,55615,1,1,0,4,Y,1,1,42,1600,1600,11688,11888,1.4,13.8,507.562599,1,0,31,COOK,27031,0.603508,15
5223,MN,MN,27,56101,5,1,0,4,Y,3,4,1,1700,1700,22388,22588,6.8,4.7,1214.922779,0,0,33,COTTONWOOD,27033,1.40433,16
5224,MN,MN,27,56137,5,1,1,3,Y,5,4,2,1630,1630,22988,30388,11.1,4.6,1105.956867,0,0,33,COTTONWOOD,27033,1.40433,16
5225,MN,MN,27,56174,5,1,1,3,Y,5,4,25,2300,1000,121487,121787,0,0,1105.956867,0,0,33,COTTONWOOD,27033,1.40433,16
5226,MN,MN,27,56183,5,1,1,3,Y,4,4,30,1000,1000,10188,10188,2.5,11.2,1177.377355,0,0,33,COTTONWOOD,27033,1.40433,16
5227,MN,MN,27,56364,2,1,0,4,Y,4,3,33,1000,1000,122687,122887,1.8,11.9,990.411554,0,0,35,CROW WING,27035,0.530789,17
5228,MN,MN,27,56401,2,1,0,4,Y,1,3,37,1130,1130,11188,11388,1.6,11.5,1024.442902,0,0,35,CROW WING,27035,0.530789,17
5229,MN,MN,27,56401,2,1,1,2, ,4,3,44,900,900,12388,12588,1,18.7,990.411554,1,0,35,CROW WING,27035,0.530789,17
5230,MN,MN,27,56401,2,1,0,1,Y,5,3,49,1844,1915,20288,20288,0.9,25.3,893.23743,0,0,35,CROW WING,27035,0.530789,17
5231,MN,MN,27,56431,2,1,0,4,Y,1,2,40,800,800,11988,12188,2.9,9.2,485.435931,0,0,35,CROW WING,27035,0.530789,17
5232,MN,MN,27,56441,2,1,0,4,Y,5,3,21,1245,1245,10188,11188,4.4,5.3,893.23743,0,0,35,CROW WING,27035,0.530789,17
5233,MN,MN,27,56441,2,1,0,4,Y,3,3,36,1530,1830,10188,10188,1.5,16,1071.318034,0,0,35,CROW WING,27035,0.530789,17
5234,MN,MN,27,56442,2,1,0,4,Y,2,3,45,2045,2050,12688,12888,4.1,7.3,921.864905,0,0,35,CROW WING,27035,0.530789,17
5237,MN,MN,27,56472,2,1,0,4,Y,1,3,25,830,830,121387,121587,4.3,5.5,1024.442902,0,0,35,CROW WING,27035,0.530789,17
5239,MN,MN,27,55024,3,1,0,2,Y,5,2,21,1600,1600,120287,121087,3.6,7.9,471.366223,0,0,37,DAKOTA,27037,0.976144,18
5240,MN,MN,27,55024,3,1,0,7,Y,1,2,34,1400,1400,122687,122887,2.8,7.8,485.435931,0,0,37,DAKOTA,27037,0.976144,18
5242,MN,MN,27,55024,3,1,0,4,Y,3,2,4,830,832,40488,40488,6.7,4.4,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5243,MN,MN,27,55033,3,1,0,4,Y,1,2,21,900,900,121087,121287,8,4.4,485.435931,0,0,37,DAKOTA,27037,0.976144,18
5244,MN,MN,27,55033,3,1,0,0,Y,3,2,24,1325,1325,121287,121487,2.6,9.4,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5245,MN,MN,27,55033,3,1,1,3,Y,2,2,27,1100,1100,121587,121787,2.8,10.8,461.62367,0,0,37,DAKOTA,27037,0.976144,18
5247,MN,MN,27,55033,3,1,1,2, ,1,2,30,805,1200,10188,10188,1.7,15.3,485.435931,0,0,37,DAKOTA,27037,0.976144,18
5248,MN,MN,27,55033,3,1,0,5,Y,4,2,34,1600,1615,11688,11888,2,12.9,461.274696,0,0,37,DAKOTA,27037,0.976144,18
5249,MN,MN,27,55033,3,1,0,4,Y,2,2,42,1700,1700,11788,11988,2,11.2,461.62367,1,0,37,DAKOTA,27037,0.976144,18
5250,MN,MN,27,55033,3,1,0,4,Y,3,2,47,2100,2105,22188,22388,1.5,13.1,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5252,MN,MN,27,55033,3,2,0,4,Y,1,2,48,900,900,20288,21088,8.1,3.4,485.435931,1,0,37,DAKOTA,27037,0.976144,18
5253,MN,MN,27,55033,3,1,0,7,Y,3,2,1,1730,1730,22388,22588,3.5,9.4,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5255,MN,MN,27,55044,3,1,0,2,Y,2,5,45,1230,1630,12788,13088,5.1,5.3,2246.96884,0,0,37,DAKOTA,27037,0.976144,18
5256,MN,MN,27,55044,3,1,0,4,Y,1,2,42,1730,1725,20288,20288,3.2,8,485.435931,0,0,37,DAKOTA,27037,0.976144,18
5257,MN,MN,27,55044,3,0,0,0, ,3,2,46,600,600,21888,21988,10.8,6.3,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5258,MN,MN,27,55057,3,1,0,4,Y,3,3,36,1930,1930,122787,122987,8.2,5.7,1071.318034,0,0,37,DAKOTA,27037,0.976144,18
5259,MN,MN,27,55057,3,1,0,4,Y,5,3,1,950,950,31088,31288,6.3,5,893.23743,0,0,37,DAKOTA,27037,0.976144,18
5262,MN,MN,27,55068,3,1,0,1,Y,2,2,43,1230,1230,11788,11988,1.1,16.3,461.62367,0,0,37,DAKOTA,27037,0.976144,18
5263,MN,MN,27,55068,3,1,0,2,Y,5,2,49,1400,830,20288,20288,8.7,3,471.366223,0,0,37,DAKOTA,27037,0.976144,18
5264,MN,MN,27,55068,3,1,0,1,Y,1,2,3,900,900,22488,22688,8.8,4.1,485.435931,0,0,37,DAKOTA,27037,0.976144,18
5267,MN,MN,27,55075,3,1,0,2,Y,2,2,23,1100,1100,121487,121687,1.6,18.1,461.62367,0,0,37,DAKOTA,27037,0.976144,18
5268,MN,MN,27,55075,3,1,0,2,Y,1,2,25,1400,1415,121287,121487,2.8,9.3,485.435931,0,0,37,DAKOTA,27037,0.976144,18
5270,MN,MN,27,55075,3,1,0,4,Y,3,2,28,1620,1620,121287,121487,1.7,11.4,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5271,MN,MN,27,55075,3,0,0,0, ,2,2,29,1430,1430,121687,121887,4.6,6.8,461.62367,0,0,37,DAKOTA,27037,0.976144,18
5272,MN,MN,27,55075,3,1,0,4,Y,3,2,29,1100,900,121687,121987,3.3,7,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5273,MN,MN,27,55075,3,1,0,2,Y,3,2,29,930,1030,122187,122387,4.4,9.3,433.316718,1,0,37,DAKOTA,27037,0.976144,18
5274,MN,MN,27,55075,3,1,0,7,Y,5,2,31,645,645,12888,13088,21.2,2.9,471.366223,2,0,37,DAKOTA,27037,0.976144,18
5275,MN,MN,27,55075,3,1,0,2,Y,2,2,34,1600,2300,122287,122487,9.1,4.3,461.62367,0,0,37,DAKOTA,27037,0.976144,18
5276,MN,MN,27,55075,3,1,0,4,Y,4,2,38,1600,1600,123087,10188,0.9,20.6,461.274696,0,0,37,DAKOTA,27037,0.976144,18
5277,MN,MN,27,55075,3,1,0,2,Y,4,2,35,1300,1300,10188,11188,4.9,6.5,461.274696,1,0,37,DAKOTA,27037,0.976144,18
5279,MN,MN,27,55075,3,1,0,2,Y,4,2,44,2100,2100,32888,33088,1.1,21.4,461.274696,0,0,37,DAKOTA,27037,0.976144,18
5280,MN,MN,27,55075,3,1,0,2,Y,3,2,39,1330,730,12788,13188,7.6,3.7,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5281,MN,MN,27,55075,3,2,0,1,Y,4,2,46,1855,1851,20288,20288,5.4,7.8,461.274696,0,0,37,DAKOTA,27037,0.976144,18
5283,MN,MN,27,55075,3,1,0,4,Y,1,2,50,1830,1830,20288,20288,4.9,6.3,485.435931,0,0,37,DAKOTA,27037,0.976144,18
5285,MN,MN,27,55122,3,1,0,1,Y,4,5,22,1715,1715,121187,121387,1.4,16.7,2314.365189,0,0,37,DAKOTA,27037,0.976144,18
5286,MN,MN,27,55122,3,1,0,4,Y,5,5,35,1800,2000,122787,122987,3.4,11,2179.503255,0,0,37,DAKOTA,27037,0.976144,18
5287,MN,MN,27,55122,3,1,0,7,Y,3,5,44,2145,2215,12188,12388,4.2,14.4,2119.396234,0,0,37,DAKOTA,27037,0.976144,18
5288,MN,MN,27,55122,3,1,0,1,Y,5,5,50,2300,1100,20288,20288,2.5,7.9,2179.503255,0,0,37,DAKOTA,27037,0.976144,18
5289,MN,MN,27,55123,3,1,0,4,Y,3,5,38,1530,1530,11688,11888,1.4,15.1,2119.396234,0,0,37,DAKOTA,27037,0.976144,18
5290,MN,MN,27,55123,3,1,0,4,Y,1,5,44,1000,1000,22788,22988,1.4,14.9,2116.561544,0,0,37,DAKOTA,27037,0.976144,18
5292,MN,MN,27,55124,3,1,0,2,N,4,5,31,2100,2200,21088,21288,4.8,7,2314.365189,0,0,37,DAKOTA,27037,0.976144,18
5294,MN,MN,27,55124,3,1,0,2,Y,1,5,2,1830,1800,22588,22788,3.8,7.2,2116.561544,0,0,37,DAKOTA,27037,0.976144,18
5295,MN,MN,27,55337,3,1,0,1,Y,4,4,23,730,730,121587,121787,8.8,4.2,1177.377355,0,0,37,DAKOTA,27037,0.976144,18
5297,MN,MN,27,55337,3,1,0,2,Y,5,4,26,855,855,10188,10188,4.4,7.2,1105.956867,0,0,37,DAKOTA,27037,0.976144,18
5298,MN,MN,27,55337,3,1,0,0,Y,1,4,36,2030,2215,122987,123187,4.5,8.5,1088.985661,0,0,37,DAKOTA,27037,0.976144,18
5299,MN,MN,27,55337,3,1,0,3,Y,5,4,41,1030,1030,11788,11988,2.2,10.6,1105.956867,0,0,37,DAKOTA,27037,0.976144,18
5300,MN,MN,27,55337,3,2,0,2,Y,3,4,42,1000,1010,11888,12088,0.5,30.9,1214.922779,1,0,37,DAKOTA,27037,0.976144,18
5301,MN,MN,27,55337,3,1,0,2,Y,1,4,50,2330,1430,20288,20288,5.8,4.2,1088.985661,0,0,37,DAKOTA,27037,0.976144,18
5302,MN,MN,27,55940,4,1,0,4,Y,1,3,36,1250,1250,122887,123087,5.4,7,1024.442902,0,0,39,DODGE,27039,1.30194,19
5303,MN,MN,27,55944,4,1,0,4,Y,4,3,35,930,1015,122787,122987,7.2,4.1,990.411554,0,0,39,DODGE,27039,1.30194,19
5304,MN,MN,27,55944,4,1,0,4,Y,5,3,47,900,900,20288,20288,5.7,4.6,893.23743,0,0,39,DODGE,27039,1.30194,19
5305,MN,MN,27,56308,5,1,0,2,Y,3,4,21,730,730,120287,121187,7.4,4.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20
5306,MN,MN,27,56308,5,1,0,2,Y,1,4,22,1600,1600,122187,122387,4.8,7.6,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20
