d3mIndex,Company,Year,timeseries_file,Date,Close
189,baf,2016,baf.2016.csv,2016-11-28,13.288
190,baf,2016,baf.2016.csv,2016-11-29,13.215
191,baf,2016,baf.2016.csv,2016-11-30,13.118
192,baf,2016,baf.2016.csv,2016-12-01,13.061
193,baf,2016,baf.2016.csv,2016-12-02,13.097999999999999
194,baf,2016,baf.2016.csv,2016-12-05,13.147
195,baf,2016,baf.2016.csv,2016-12-06,13.288
196,baf,2016,baf.2016.csv,2016-12-07,13.525
197,baf,2016,baf.2016.csv,2016-12-08,13.449000000000002
198,baf,2016,baf.2016.csv,2016-12-09,13.432
199,baf,2016,baf.2016.csv,2016-12-12,13.392000000000001
200,baf,2016,baf.2016.csv,2016-12-13,13.432
201,baf,2016,baf.2016.csv,2016-12-14,13.458
202,baf,2016,baf.2016.csv,2016-12-15,13.344000000000001
203,baf,2016,baf.2016.csv,2016-12-16,13.324000000000002
204,baf,2016,baf.2016.csv,2016-12-19,13.402000000000001
205,baf,2016,baf.2016.csv,2016-12-20,13.382
206,baf,2016,baf.2016.csv,2016-12-21,13.449000000000002
207,baf,2016,baf.2016.csv,2016-12-22,13.468
208,baf,2016,baf.2016.csv,2016-12-23,13.449000000000002
209,baf,2016,baf.2016.csv,2016-12-27,13.468
210,baf,2016,baf.2016.csv,2016-12-28,13.478
211,baf,2016,baf.2016.csv,2016-12-29,13.514000000000001
212,baf,2016,baf.2016.csv,2016-12-30,13.612
213,baf,2017,baf.2017.csv,2017-11-01,15.01
214,baf,2017,baf.2017.csv,2017-11-02,15.1
215,baf,2017,baf.2017.csv,2017-11-03,15.01
216,baf,2017,baf.2017.csv,2017-11-06,15.06
217,baf,2017,baf.2017.csv,2017-11-07,15.04
218,baf,2017,baf.2017.csv,2017-11-08,15.16
219,baf,2017,baf.2017.csv,2017-11-09,15.17
220,baf,2017,baf.2017.csv,2017-11-10,14.94
221,baf,2005,baf.2005.csv,2005-11-01,9.4878
222,baf,2005,baf.2005.csv,2005-11-02,9.4987
223,baf,2005,baf.2005.csv,2005-11-03,9.4589
224,baf,2005,baf.2005.csv,2005-11-04,9.4729
225,baf,2005,baf.2005.csv,2005-11-07,9.4368
226,baf,2005,baf.2005.csv,2005-11-08,9.377
227,baf,2005,baf.2005.csv,2005-11-09,9.3613
228,baf,2005,baf.2005.csv,2005-11-10,9.2796
229,baf,2005,baf.2005.csv,2005-11-11,9.182
230,baf,2005,baf.2005.csv,2005-11-14,9.1954
231,baf,2005,baf.2005.csv,2005-11-15,9.1087
232,baf,2005,baf.2005.csv,2005-11-16,9.0802
233,baf,2005,baf.2005.csv,2005-11-17,9.0611
234,baf,2005,baf.2005.csv,2005-11-18,9.0547
235,baf,2005,baf.2005.csv,2005-11-21,9.0547
236,baf,2005,baf.2005.csv,2005-11-22,9.1579
237,baf,2005,baf.2005.csv,2005-11-23,9.0746
238,baf,2005,baf.2005.csv,2005-11-25,9.1087
239,baf,2005,baf.2005.csv,2005-11-28,9.0746
240,baf,2005,baf.2005.csv,2005-11-29,9.0547
241,baf,2005,baf.2005.csv,2005-11-30,9.0946
242,baf,2005,baf.2005.csv,2005-12-01,9.0669
243,baf,2005,baf.2005.csv,2005-12-02,9.0402
244,baf,2005,baf.2005.csv,2005-12-05,9.1004
245,baf,2005,baf.2005.csv,2005-12-06,9.0402
246,baf,2005,baf.2005.csv,2005-12-07,9.0132
247,baf,2005,baf.2005.csv,2005-12-08,9.0402
248,baf,2005,baf.2005.csv,2005-12-09,9.0329
249,baf,2005,baf.2005.csv,2005-12-12,9.0056
250,baf,2005,baf.2005.csv,2005-12-13,8.998
251,baf,2005,baf.2005.csv,2005-12-14,9.0329
252,baf,2005,baf.2005.csv,2005-12-15,8.9428
253,baf,2005,baf.2005.csv,2005-12-16,8.998
254,baf,2005,baf.2005.csv,2005-12-19,9.0132
255,baf,2005,baf.2005.csv,2005-12-20,8.9428
256,baf,2005,baf.2005.csv,2005-12-21,8.8743
257,baf,2005,baf.2005.csv,2005-12-22,8.9031
258,baf,2005,baf.2005.csv,2005-12-23,8.9428
259,baf,2005,baf.2005.csv,2005-12-27,8.9794
260,baf,2005,baf.2005.csv,2005-12-28,9.0251
261,baf,2005,baf.2005.csv,2005-12-29,9.047
262,baf,2005,baf.2005.csv,2005-12-30,9.1363
263,baf,2006,baf.2006.csv,2006-11-01,9.634
264,baf,2006,baf.2006.csv,2006-11-02,9.634
265,baf,2006,baf.2006.csv,2006-11-03,9.634
266,baf,2006,baf.2006.csv,2006-11-06,9.606
267,baf,2006,baf.2006.csv,2006-11-07,9.642000000000001
268,baf,2006,baf.2006.csv,2006-11-08,9.582
269,baf,2006,baf.2006.csv,2006-11-09,9.589
270,baf,2006,baf.2006.csv,2006-11-10,9.628
271,baf,2006,baf.2006.csv,2006-11-13,9.642000000000001
272,baf,2006,baf.2006.csv,2006-11-14,9.692
273,baf,2006,baf.2006.csv,2006-11-15,9.718
274,baf,2006,baf.2006.csv,2006-11-16,9.62
275,baf,2006,baf.2006.csv,2006-11-17,9.612
276,baf,2006,baf.2006.csv,2006-11-20,9.589
277,baf,2006,baf.2006.csv,2006-11-21,9.606
278,baf,2006,baf.2006.csv,2006-11-22,9.589
279,baf,2006,baf.2006.csv,2006-11-24,9.533
280,baf,2006,baf.2006.csv,2006-11-27,9.575
281,baf,2006,baf.2006.csv,2006-11-28,9.612
282,baf,2006,baf.2006.csv,2006-11-29,9.65
283,baf,2006,baf.2006.csv,2006-11-30,9.692
284,baf,2006,baf.2006.csv,2006-12-01,9.677999999999999
285,baf,2006,baf.2006.csv,2006-12-04,9.683
286,baf,2006,baf.2006.csv,2006-12-05,9.658
287,baf,2006,baf.2006.csv,2006-12-06,9.62
288,baf,2006,baf.2006.csv,2006-12-07,9.606
289,baf,2006,baf.2006.csv,2006-12-08,9.628
290,baf,2006,baf.2006.csv,2006-12-11,9.606
291,baf,2006,baf.2006.csv,2006-12-12,9.658
292,baf,2006,baf.2006.csv,2006-12-13,9.575
293,baf,2006,baf.2006.csv,2006-12-14,9.503
294,baf,2006,baf.2006.csv,2006-12-15,9.525
295,baf,2006,baf.2006.csv,2006-12-18,9.517000000000001
296,baf,2006,baf.2006.csv,2006-12-19,9.4878
297,baf,2006,baf.2006.csv,2006-12-20,9.4589
298,baf,2006,baf.2006.csv,2006-12-21,9.4938
299,baf,2006,baf.2006.csv,2006-12-22,9.4589
300,baf,2006,baf.2006.csv,2006-12-26,9.4878
301,baf,2006,baf.2006.csv,2006-12-27,9.4987
302,baf,2006,baf.2006.csv,2006-12-28,9.4938
303,baf,2006,baf.2006.csv,2006-12-29,9.3868
304,baf,2007,baf.2007.csv,2007-11-01,9.1505
305,baf,2007,baf.2007.csv,2007-11-02,9.144
306,baf,2007,baf.2007.csv,2007-11-05,9.0547
307,baf,2007,baf.2007.csv,2007-11-06,9.0547
308,baf,2007,baf.2007.csv,2007-11-07,8.9728
309,baf,2007,baf.2007.csv,2007-11-08,8.9577
310,baf,2007,baf.2007.csv,2007-11-09,8.8686
311,baf,2007,baf.2007.csv,2007-11-12,8.8551
312,baf,2007,baf.2007.csv,2007-11-13,8.7942
313,baf,2007,baf.2007.csv,2007-11-14,8.7118
314,baf,2007,baf.2007.csv,2007-11-15,8.6289
315,baf,2007,baf.2007.csv,2007-11-16,8.6289
316,baf,2007,baf.2007.csv,2007-11-19,8.6289
317,baf,2007,baf.2007.csv,2007-11-20,8.7377
318,baf,2007,baf.2007.csv,2007-11-21,8.7997
319,baf,2007,baf.2007.csv,2007-11-23,8.7997
320,baf,2007,baf.2007.csv,2007-11-26,8.7862
321,baf,2007,baf.2007.csv,2007-11-27,8.7997
322,baf,2007,baf.2007.csv,2007-11-28,9.0402
323,baf,2007,baf.2007.csv,2007-11-29,8.9905
324,baf,2007,baf.2007.csv,2007-11-30,8.9428
325,baf,2007,baf.2007.csv,2007-12-03,8.9728
326,baf,2007,baf.2007.csv,2007-12-04,9.0196
327,baf,2007,baf.2007.csv,2007-12-05,9.0196
328,baf,2007,baf.2007.csv,2007-12-06,8.9428
329,baf,2007,baf.2007.csv,2007-12-07,8.9512
330,baf,2007,baf.2007.csv,2007-12-10,8.9728
331,baf,2007,baf.2007.csv,2007-12-11,8.9905
332,baf,2007,baf.2007.csv,2007-12-12,8.908999999999999
333,baf,2007,baf.2007.csv,2007-12-13,8.766
334,baf,2007,baf.2007.csv,2007-12-14,8.8408
335,baf,2007,baf.2007.csv,2007-12-17,8.7731
336,baf,2007,baf.2007.csv,2007-12-18,8.82
337,baf,2007,baf.2007.csv,2007-12-19,8.8138
338,baf,2007,baf.2007.csv,2007-12-20,8.7731
339,baf,2007,baf.2007.csv,2007-12-21,8.6754
340,baf,2007,baf.2007.csv,2007-12-24,8.7377
341,baf,2007,baf.2007.csv,2007-12-26,8.8138
342,baf,2007,baf.2007.csv,2007-12-27,8.8074
343,baf,2007,baf.2007.csv,2007-12-28,8.8612
344,baf,2008,baf.2008.csv,2008-11-03,7.0742
345,baf,2008,baf.2008.csv,2008-11-04,7.1222
346,baf,2008,baf.2008.csv,2008-11-05,7.3212
347,baf,2008,baf.2008.csv,2008-11-06,7.4579
348,baf,2008,baf.2008.csv,2008-11-07,7.4579
349,baf,2008,baf.2008.csv,2008-11-10,7.4232
350,baf,2008,baf.2008.csv,2008-11-11,7.2386
351,baf,2008,baf.2008.csv,2008-11-12,6.9857
352,baf,2008,baf.2008.csv,2008-11-13,7.2731
353,baf,2008,baf.2008.csv,2008-11-14,7.2594
354,baf,2008,baf.2008.csv,2008-11-17,7.0677
355,baf,2008,baf.2008.csv,2008-11-18,7.3481
356,baf,2008,baf.2008.csv,2008-11-19,7.0195
357,baf,2008,baf.2008.csv,2008-11-20,6.2732
358,baf,2008,baf.2008.csv,2008-11-21,6.3487
359,baf,2008,baf.2008.csv,2008-11-24,6.3213
360,baf,2008,baf.2008.csv,2008-11-25,6.3419
361,baf,2008,baf.2008.csv,2008-11-26,6.2936
362,baf,2008,baf.2008.csv,2008-11-28,6.3829
363,baf,2008,baf.2008.csv,2008-12-01,6.3759
364,baf,2008,baf.2008.csv,2008-12-02,6.2115
365,baf,2008,baf.2008.csv,2008-12-03,6.2115
366,baf,2008,baf.2008.csv,2008-12-04,6.0607
367,baf,2008,baf.2008.csv,2008-12-05,5.9238
368,baf,2008,baf.2008.csv,2008-12-08,5.9238
369,baf,2008,baf.2008.csv,2008-12-09,5.8004
370,baf,2008,baf.2008.csv,2008-12-10,5.8418
371,baf,2008,baf.2008.csv,2008-12-11,5.6157
372,baf,2008,baf.2008.csv,2008-12-12,5.7937
373,baf,2008,baf.2008.csv,2008-12-15,5.5541
374,baf,2008,baf.2008.csv,2008-12-16,5.2391
375,baf,2008,baf.2008.csv,2008-12-17,5.5541
376,baf,2008,baf.2008.csv,2008-12-18,5.8141
377,baf,2008,baf.2008.csv,2008-12-19,6.0268
378,baf,2008,baf.2008.csv,2008-12-22,6.2322
379,baf,2008,baf.2008.csv,2008-12-23,6.1908
380,baf,2008,baf.2008.csv,2008-12-24,6.1636
381,baf,2008,baf.2008.csv,2008-12-26,6.3759
382,baf,2008,baf.2008.csv,2008-12-29,6.3139
383,baf,2008,baf.2008.csv,2008-12-30,6.4444
384,baf,2009,baf.2009.csv,2009-11-02,8.9838
385,baf,2009,baf.2009.csv,2009-11-03,8.9794
386,baf,2009,baf.2009.csv,2009-11-04,8.908999999999999
387,baf,2009,baf.2009.csv,2009-11-05,8.908999999999999
388,baf,2009,baf.2009.csv,2009-11-06,8.9363
389,baf,2009,baf.2009.csv,2009-11-09,8.9838
390,baf,2009,baf.2009.csv,2009-11-10,8.9512
391,baf,2009,baf.2009.csv,2009-11-11,8.9148
392,baf,2009,baf.2009.csv,2009-11-12,8.8408
393,baf,2009,baf.2009.csv,2009-11-13,8.7997
394,baf,2009,baf.2009.csv,2009-11-16,8.766
395,baf,2009,baf.2009.csv,2009-11-17,8.7731
396,baf,2009,baf.2009.csv,2009-11-18,8.8345
397,baf,2009,baf.2009.csv,2009-11-19,8.9664
398,baf,2009,baf.2009.csv,2009-11-20,8.9905
399,baf,2009,baf.2009.csv,2009-11-23,8.9664
400,baf,2009,baf.2009.csv,2009-11-24,9.0132
401,baf,2009,baf.2009.csv,2009-11-25,9.047
402,baf,2009,baf.2009.csv,2009-11-27,9.0946
403,baf,2009,baf.2009.csv,2009-11-30,9.0251
404,baf,2009,baf.2009.csv,2009-12-01,9.0402
405,baf,2009,baf.2009.csv,2009-12-02,9.1294
406,baf,2009,baf.2009.csv,2009-12-03,9.1294
407,baf,2009,baf.2009.csv,2009-12-04,9.1087
408,baf,2009,baf.2009.csv,2009-12-07,9.1762
409,baf,2009,baf.2009.csv,2009-12-08,9.2243
410,baf,2009,baf.2009.csv,2009-12-09,9.3819
411,baf,2009,baf.2009.csv,2009-12-10,9.546
412,baf,2009,baf.2009.csv,2009-12-11,9.417
413,baf,2009,baf.2009.csv,2009-12-14,9.429
414,baf,2009,baf.2009.csv,2009-12-15,9.3407
415,baf,2009,baf.2009.csv,2009-12-16,9.2456
416,baf,2009,baf.2009.csv,2009-12-17,9.232000000000001
417,baf,2009,baf.2009.csv,2009-12-18,9.2524
418,baf,2009,baf.2009.csv,2009-12-21,9.2929
419,baf,2009,baf.2009.csv,2009-12-22,9.3613
420,baf,2009,baf.2009.csv,2009-12-23,9.3613
421,baf,2009,baf.2009.csv,2009-12-24,9.4448
422,baf,2009,baf.2009.csv,2009-12-28,9.3868
423,baf,2009,baf.2009.csv,2009-12-29,9.266
424,baf,2009,baf.2009.csv,2009-12-30,9.2456
425,baf,2010,baf.2010.csv,2010-11-01,10.373
426,baf,2010,baf.2010.csv,2010-11-02,10.350999999999999
427,baf,2010,baf.2010.csv,2010-11-03,10.362
428,baf,2010,baf.2010.csv,2010-11-04,10.373
429,baf,2010,baf.2010.csv,2010-11-05,10.350999999999999
430,baf,2010,baf.2010.csv,2010-11-08,10.302
431,baf,2010,baf.2010.csv,2010-11-09,10.152000000000001
432,baf,2010,baf.2010.csv,2010-11-10,9.703
433,baf,2010,baf.2010.csv,2010-11-11,9.417
434,baf,2010,baf.2010.csv,2010-11-12,9.4798
435,baf,2010,baf.2010.csv,2010-11-15,9.0669
436,baf,2010,baf.2010.csv,2010-11-16,9.0196
437,baf,2010,baf.2010.csv,2010-11-17,9.144
438,baf,2010,baf.2010.csv,2010-11-18,9.1294
439,baf,2010,baf.2010.csv,2010-11-19,9.2612
440,baf,2010,baf.2010.csv,2010-11-22,9.4518
441,baf,2010,baf.2010.csv,2010-11-23,9.533
442,baf,2010,baf.2010.csv,2010-11-24,9.606
443,baf,2010,baf.2010.csv,2010-11-26,9.753
444,baf,2010,baf.2010.csv,2010-11-29,9.671
445,baf,2010,baf.2010.csv,2010-11-30,9.671
446,baf,2010,baf.2010.csv,2010-12-01,9.533
447,baf,2010,baf.2010.csv,2010-12-02,9.4518
448,baf,2010,baf.2010.csv,2010-12-03,9.4448
449,baf,2010,baf.2010.csv,2010-12-06,9.3084
450,baf,2010,baf.2010.csv,2010-12-07,9.0859
451,baf,2010,baf.2010.csv,2010-12-08,8.9577
452,baf,2010,baf.2010.csv,2010-12-09,8.9363
453,baf,2010,baf.2010.csv,2010-12-10,8.82
454,baf,2010,baf.2010.csv,2010-12-13,8.637
455,baf,2010,baf.2010.csv,2010-12-14,8.7321
456,baf,2010,baf.2010.csv,2010-12-15,8.766
457,baf,2010,baf.2010.csv,2010-12-16,9.0196
458,baf,2010,baf.2010.csv,2010-12-17,9.1004
459,baf,2010,baf.2010.csv,2010-12-20,8.8276
460,baf,2010,baf.2010.csv,2010-12-21,8.7997
461,baf,2010,baf.2010.csv,2010-12-22,8.8686
462,baf,2010,baf.2010.csv,2010-12-23,8.8612
463,baf,2010,baf.2010.csv,2010-12-27,8.8965
464,baf,2010,baf.2010.csv,2010-12-28,8.8276
465,baf,2010,baf.2010.csv,2010-12-29,8.7349
466,baf,2010,baf.2010.csv,2010-12-30,8.7926
467,baf,2011,baf.2011.csv,2011-11-01,9.987
