d3mIndex,QuestionFilename,SentenceFilename
11020,104,510
25677,1823,15259
20826,1245,8424
19130,1041,7096
1609,606,4636
22740,1471,9944
19452,1074,7296
9154,2921,20264
1785,868,6658
6004,2573,17604
25602,1815,12233
14341,477,3229
26451,1920,12840
7627,2762,18966
25162,1767,11866
10851,87,384
4973,2458,16693
21621,1340,9045
8884,2894,20050
5563,2526,17224
17119,811,5461
25962,1862,12499
3406,2282,15329
17153,819,5485
9754,2982,12789
19751,1110,7548
4456,2400,16239
5408,2505,17101
18191,932,6293
6928,2680,18410
11869,201,1211
27209,2004,5057
20949,1262,8535
11300,140,787
23157,1525,10278
5707,2540,17348
12912,314,2056
2168,1288,9715
5470,2511,17140
15005,561,3720
17651,870,5836
6948,2685,18443
5570,2526,17231
13589,397,2605
848,2816,19618
29050,2230,14741
6126,2589,17710
14857,542,3613
11545,169,992
14233,464,3138
26968,1976,13177
26010,1866,12538
24885,1733,11664
5499,2515,17173
13307,364,2390
11334,146,813
26615,1937,12969
19783,1115,7574
15302,598,15223
794,2741,19007
10060,7,21078
11746,188,1136
16480,733,4924
21672,1346,1291
1255,186,1488
21743,1356,2237
20772,1239,8371
10687,75,273
26838,1962,2679
6512,2630,18031
22312,1419,9568
1513,473,3698
4444,2400,16235
27069,1989,13239
25945,1861,12479
6155,2594,13976
17032,803,5394
6583,2640,18108
6546,2636,18065
26335,1909,3289
476,2448,16668
21932,1376,9285
13724,409,2719
5730,2541,17378
19290,1057,19470
15650,640,4199
27000,1978,13184
12563,272,1761
7220,2717,18639
12311,252,1567
21668,1345,9103
27903,2096,13860
13729,411,2730
5196,2484,16918
6560,2638,18079
26196,1889,12680
7709,2770,19036
4485,2404,16263
4753,2433,16492
21009,1269,8585
23389,1558,7701
8356,2840,19592
11749,188,1139
4494,2406,16283
13544,389,2555
9922,3001,20946
2142,1244,9391
26070,1875,3219
5416,2506,7987
5053,2466,16766
21477,1324,8939
22259,1412,9531
19453,1074,7297
20785,1240,8385
12815,302,1980
16827,774,16628
9332,2941,20450
19822,1120,7623
26900,1970,6713
7334,2731,18723
23842,1609,10834
7917,2792,19212
13417,373,2451
28328,2142,19975
6744,2659,18226
27741,2075,13735
4487,2404,16265
27646,2065,13675
7153,2709,18581
24716,1710,11521
15916,673,4452
12601,278,1786
2386,1432,10776
4819,2440,16542
5580,2529,17239
11511,167,970
21403,1312,8871
13806,419,2802
11307,141,792
22229,1405,9500
20738,1234,8318
27871,2090,13851
22265,1414,9537
16909,785,5291
14081,447,1585
17702,875,5872
7407,2740,18787
16760,765,5157
5149,2475,16854
14705,519,3469
25939,1858,12468
11935,207,1252
7749,2774,19074
26873,1968,13112
22992,1507,10157
9208,2928,20318
17251,829,5552
22,2202,15044
18159,929,6258
21916,1375,9269
8422,2850,19656
26693,1945,6401
8053,2809,19327
10448,45,61
13405,372,2444
14392,483,3274
17670,872,5851
2377,1432,10775
11876,201,1222
9863,2995,20905
18129,928,6229
14177,458,3105
6222,2603,17803
24383,1670,11284
6665,2649,18157
8523,2859,19747
11826,196,1202
25121,1763,11834
6159,2594,13980
14785,530,3554
9639,2969,20727
23516,1577,10594
12892,311,2041
20448,1195,8126
10213,20,21184
15419,614,4005
2806,1916,14227
21120,1282,8644
4413,2398,16217
9485,2955,20589
25151,1766,11859
16763,765,5160
28805,2199,14533
20869,1250,8471
25085,1759,11809
11532,169,997
12629,282,1823
12317,254,1581
24715,1710,11520
5752,2545,17398
3675,2313,15563
20974,1265,8556
19338,1062,17350
3649,2312,15553
6305,2612,17864
12428,263,1676
3034,2126,14981
12308,252,1564
16938,788,5310
690,2632,18166
944,2905,20442
16619,748,5047
19789,1116,7578
20331,1181,8045
15715,647,4265
14556,505,3379
17471,851,17268
8315,2832,19549
8625,2868,19819
14803,534,3578
3948,2344,15815
17601,863,5796
1935,1024,7816
5683,2537,17335
14063,446,1785
15431,616,4019
14439,489,1360
27585,2054,20061
15907,673,4444
19270,1056,7188
15713,647,4263
4697,2428,16436
27500,2046,13581
29018,2224,14710
12716,290,1891
8443,2853,19683
12781,298,16711
26659,1943,13005
12250,249,302
647,2599,17881
6707,2656,18205
20312,1180,13878
8610,2867,19810
16442,729,4598
19556,1087,20240
24840,1726,11632
26911,1970,6725
12557,272,1754
13009,324,2138
13833,420,734
14918,549,3653
12910,314,2064
13114,338,2263
11500,166,955
6649,2646,18141
21615,1340,9052
14443,490,3303
27841,2086,13827
1049,2981,21086
14867,545,3623
5195,2483,16917
7387,2738,18770
8304,2831,19534
6871,2673,18357
25183,1769,11886
2166,1288,9702
24797,1721,1778
9714,2977,20798
24621,1701,11446
5303,2496,17004
11167,124,665
6510,2630,18029
11994,218,1324
15862,663,4395
20113,1156,7863
12303,252,1576
21748,1356,2243
14286,469,3181
18685,989,6724
26544,1930,8688
19729,1108,7523
21964,1379,9309
5558,2525,17220
2191,1299,9780
27759,2076,13767
22088,1393,5015
2941,2016,14886
2172,1288,9719
16948,790,5326
21604,1339,9038
26114,1879,12616
3411,2282,15333
15581,633,4143
24695,1706,11512
13432,376,2481
16206,702,4685
6488,2630,18026
27387,2032,13505
23229,1535,10338
9521,2961,20614
17820,892,6008
23464,1569,10545
24157,1647,11127
20189,1166,7933
21076,1278,8613
24996,1748,20275
13943,433,2922
24435,1677,5495
3032,2126,14979
12218,245,1514
28212,2128,14098
18212,936,6314
24923,1735,11694
9483,2955,20587
14036,441,15147
29045,2229,14727
1429,374,3012
2034,1135,8586
11115,116,607
12104,233,1409
11671,180,1072
21170,1289,5241
22423,1434,9680
1639,661,5086
25195,1771,11891
21467,1324,8949
24920,1735,11692
21535,1329,8969
12123,236,1426
27829,2086,13823
14988,559,3703
4603,2417,16365
8853,2890,20004
26144,1881,12626
3618,2309,15527
17908,906,6085
18952,1023,6956
9387,2947,20509
24997,1748,20286
15578,633,4140
20275,1176,8012
14673,515,3441
20290,1177,8030
16200,701,4675
2542,1575,11847
13997,436,2958
2207,1322,9969
25015,1749,11762
21376,1309,8829
7184,2713,18613
11925,207,1255
27122,1995,13281
11181,125,677
25233,1776,11910
2613,1653,12424
8403,2847,19639
18931,1021,6926
13728,411,2729
1562,539,4115
21595,1337,9032
15033,565,3741
18886,1017,6904
21137,1284,8663
7225,2718,18644
3311,2273,15232
12237,247,1523
10833,85,357
25327,1786,11993
10908,93,438
19504,1079,7324
18915,1018,6911
11113,116,605
19386,1064,7231
8173,2819,19418
5310,2497,17015
19351,1063,20215
13781,415,2775
11302,141,788
8729,2877,12590
7701,2769,15708
11509,167,968
22636,1459,9846
18989,1028,6989
12371,257,1629
4323,2384,16121
17524,855,5756
5154,2476,16858
24436,1677,5496
20693,1227,8293
10371,38,21317
1665,683,5260
10430,44,53
14926,552,3661
24041,1633,11011
8318,2833,19552
21680,1347,9114
17259,830,5567
1703,738,5631
3707,2315,15597
19106,1038,7069
16588,746,5006
21070,1278,8621
25909,1856,12460
3787,2323,15674
435,2405,16321
4910,2450,16632
27742,2075,13736
18017,919,6162
11531,169,996
23266,1539,10378
1865,946,7267
9818,2990,20877
20849,1247,8435
22126,1395,9415
15657,640,4206
4102,2362,15926
11922,207,1254
26232,1893,12692
9606,2967,16707
28515,2165,5280
8815,2887,19975
7713,2770,19039
2078,1179,8907
6759,2661,18273
24235,1654,11171
6487,2630,18015
11153,122,633
26392,1917,12819
13001,324,2141
25486,1803,12118
1704,738,5632
21010,1270,8588
13323,366,2400
26067,1875,3215
22336,1422,9589
26359,1912,12782
29131,2243,14814
18701,992,6738
21133,1283,8651
3185,2260,15132
18633,983,6681
27498,2045,13579
29076,2236,14761
27969,2102,13916
24511,1688,11356
12326,255,1597
16711,759,5129
213,1541,11609
18173,930,6279
22355,1425,18514
4279,2379,16085
26052,1870,12576
38,2470,16865
2805,1916,14226
19031,1030,7021
19833,1120,7621
10686,75,272
6971,2689,17098
19581,1090,7401
14610,509,15617
15009,563,3728
27936,2098,13885
4613,2418,15256
9528,2961,20620
313,2283,15345
13815,419,2795
8393,2846,19631
7364,2735,18755
14626,512,3416
8481,2856,19703
25509,1805,12136
5571,2526,17232
3814,2326,15685
11451,159,920
5388,2504,17095
11378,150,846
5398,2504,17083
23135,1523,10251
22496,1440,9731
10948,96,459
5954,2567,16419
15473,622,4052
12128,237,1435
8828,2889,19987
27569,2053,13625
13768,413,2756
23447,1567,10537
25396,1792,12061
8979,2906,20123
24609,1699,11438
6453,2627,17991
16680,756,2519
21053,1275,8601
4788,2436,16521
23959,1622,10938
9206,2926,20317
10419,43,26
22419,1434,9677
18506,972,6567
6553,2637,18066
4614,2418,15243
15117,570,3791
18190,932,6292
20159,1163,1794
820,2783,19353
10762,81,300
28209,2127,14089
4827,2441,16555
6788,2663,18280
9631,2968,20714
17737,878,5935
597,2544,17477
47,2576,17716
23372,1557,10472
26814,1959,13087
7004,2693,18474
17443,850,4069
20349,1183,8058
18150,929,6267
28691,2187,14445
28200,2127,14094
1969,1067,8155
10332,32,21286
1608,606,4635
13903,429,2876
12305,252,1561
28641,2181,14403
25800,1840,12382
6034,2578,17632
28455,2157,14264
2610,1630,12309
12184,243,1481
24011,1629,10986
9877,2996,20925
19375,1063,20232
22107,1394,9400
1361,285,2317
25712,1827,12331
23249,1537,10357
19968,1140,7736
10653,73,238
9582,2964,20683
10589,65,187
23562,1582,10628
11259,137,759
28131,2121,14036
27600,2055,13634
11706,183,1098
25896,1854,12449
27161,1997,13310
19282,1057,19486
27523,2048,18260
24473,1686,11054
23888,1616,10884
2210,1322,9972
7682,2767,19014
3521,2296,15450
2341,1398,10507
15026,564,3736
26569,1932,12920
14447,490,3305
22455,1437,15602
14061,445,2995
8281,2830,19525
20284,1176,8013
21264,1298,8745
4748,2433,16486
2517,1542,11618
26831,1962,2688
11804,194,1180
19949,1138,7720
2814,1916,14222
16347,719,4802
28941,2218,14651
23652,1591,10707
19657,1098,7480
16283,712,4751
11272,137,754
8904,2896,20060
17067,806,5413
4246,2376,15653
28473,2161,14286
18082,926,6221
22035,1386,9366
25358,1788,12004
9176,2923,20284
27175,2001,13328
15929,675,4478
13248,355,2345
17675,872,5857
28790,2198,15459
10887,92,424
3145,2256,15096
331,2283,15352
4065,2356,15902
4716,2431,16456
8844,2890,19994
11328,145,800
22418,1434,9669
27552,2050,13602
15108,570,3780
16965,793,5340
370,2361,15949
1915,991,7605
14914,548,3645
15015,563,3733
16431,728,4887
2746,1839,9315
13592,397,2607
12116,236,1429
17792,887,5981
6595,2641,17893
9041,2912,20155
12239,247,1525
9170,2923,20278
25421,1796,12071
20679,1225,8283
4947,2456,16675
8333,2835,19576
26265,1901,18271
19097,1038,7081
24964,1745,11737
6461,2628,17998
6110,2586,17697
4264,2379,16087
19265,1056,7194
15790,655,4337
27522,2048,18259
6771,2661,18267
26419,1918,2914
4948,2456,16677
14484,498,3341
20017,1145,7794
6984,2689,17090
9249,2934,20376
6232,2603,17795
5911,2563,17528
10441,44,46
26440,1920,12845
2334,1398,10499
25436,1797,9059
4337,2387,16137
4465,2402,16254
9175,2923,20283
13945,433,2924
6774,2661,18270
7726,2771,19044
26701,1945,6410
23228,1535,10337
27466,2043,13570
19101,1038,7064
14131,450,3044
14255,466,3160
3812,2326,15695
16364,720,4825
27748,2075,13742
20834,1245,8414
13900,429,2864
8484,2856,19706
11535,169,1000
21950,1378,9292
23407,1560,10484
15429,616,4013
3935,2343,15796
4755,2433,16494
28877,2210,14592
3017,2116,14962
23915,1620,10917
26885,1969,13116
23201,1532,10318
7164,2711,18593
5238,2487,16938
19366,1063,20222
5166,2478,16895
17172,820,5500
13029,326,2170
16937,788,5309
16749,764,12496
20848,1246,8434
5455,2509,17120
618,2555,17557
5204,2484,16931
20801,1242,8393
27032,1985,13222
13297,361,2381
8467,2855,19692
4702,2429,16438
28025,2109,13946
17272,833,5575
1808,880,6766
10682,75,269
20099,1155,7858
18062,922,6190
8365,2843,19599
22539,1447,9768
16577,746,5012
16355,719,4817
1228,153,1264
2760,1860,13805
20428,1193,8125
1998,1102,8340
10921,93,433
19126,1041,7091
12495,268,15605
27685,2069,13697
445,2426,16497
1556,528,4041
15140,575,5091
4977,2458,16696
18024,920,6169
6325,2614,17874
16936,788,5319
12560,272,1758
14157,455,3072
747,2687,18579
5122,2469,16827
4794,2436,16527
3211,2263,15163
7668,2766,3013
5921,2564,17543
14467,494,3323
428,2405,16313
20458,1195,8128
19107,1038,7070
1880,957,7351
857,2816,19615
2665,1707,12789
25041,1755,11784
14002,436,2963
24929,1737,11701
27634,2062,13665
7207,2716,18631
28116,2119,14025
27373,2031,13499
4882,2444,16599
9583,2964,20684
5043,2465,16753
29144,2245,14826
9524,2961,20617
23016,1510,10197
9254,2934,20359
10879,91,408
11891,203,1230
26733,1948,13041
11810,195,1190
19734,1108,7528
4185,2369,16021
22742,1471,9937
28019,2108,13941
7338,2732,15715
23263,1539,10375
2171,1288,9718
4276,2379,16082
18042,921,6182
8839,2890,20010
28715,2189,577
18938,1022,6942
3011,2105,14957
13277,360,18542
2947,2027,14898
21223,1294,8712
152,990,7600
17400,845,5680
13484,381,2522
26491,1923,12875
2074,1179,8903
11290,139,769
12618,281,1813
22967,1505,10143
17887,903,6067
4608,2418,15251
23496,1574,10574
23826,1607,9755
10534,55,139
18953,1023,6957
11283,139,776
13693,407,2678
13800,418,2783
8309,2832,19544
18050,921,6181
4364,2391,16172
28773,2197,14505
10530,54,135
20243,1174,7971
963,2916,20544
26709,1946,13021
28359,2147,14194
7839,2782,19143
16356,719,4803
19643,1096,7456
3089,2180,15024
19500,1079,7329
13996,435,2952
2622,1664,12494
11757,189,15586
21107,1281,8633
3162,2258,15121
13138,343,2283
12122,236,1434
4010,2350,15860
26863,1966,13102
11087,114,582
26843,1963,11727
26631,1939,12974
3052,2148,14994
17249,829,5550
27818,2084,13819
28774,2197,14506
22111,1394,9402
8151,2817,19397
25463,1802,12112
15406,612,3994
12709,290,1884
11222,131,712
19524,1081,7347
7161,2710,18588
19980,1142,7752
14288,470,3183
1770,858,6545
6184,2597,17761
26692,1945,6400
28087,2117,13995
17738,878,5936
28539,2170,14315
20521,1206,6488
18408,964,6468
24796,1721,1777
22913,1496,10117
5200,2484,16928
10880,91,409
13477,379,2508
9104,2919,20218
6755,2661,18259
10041,5,21059
24913,1734,11681
24262,1656,11195
11582,171,1006
23991,1627,3881
13838,421,2816
11619,174,1042
23769,1604,10816
19861,1127,7652
4806,2439,16534
9271,2934,20373
26759,1953,13065
27895,2092,4782
23351,1556,10451
7533,2754,18900
4895,2449,16626
25287,1781,11976
17917,910,153
9222,2929,20345
3156,2257,15099
11062,111,553
25422,1796,12072
16170,699,4656
12035,226,1356
21781,1360,9176
9618,2968,20716
679,2632,18170
14023,438,2965
20946,1261,8533
1241,164,1331
13605,399,2620
10271,27,21228
8227,2824,19466
8391,2846,19628
21471,1324,8933
18884,1017,6899
12230,247,1530
20095,1155,7854
22615,1457,9831
10258,26,21218
23881,1615,10880
13108,338,2257
4326,2385,16130
8552,2862,19763
14213,460,2171
1857,935,7201
1399,341,2707
23639,1589,10693
16333,718,4799
22038,1388,9368
26656,1943,13001
12024,225,1351
8234,2824,19474
4193,2369,16016
21366,1307,8845
9488,2956,20592
27372,2031,13498
9712,2977,20796
6016,2574,17618
18187,931,6289
19393,1066,7238
16747,764,12494
18457,969,6520
5756,2545,17402
11297,140,784
16088,690,4574
19179,1045,7128
25692,1825,12318
10774,82,322
5137,2473,16842
21499,1326,6399
21463,1324,8947
15699,645,4253
13758,413,2761
12200,244,1494
2639,1685,12656
25291,1782,19990
19123,1040,7090
19180,1045,7129
12027,225,1353
10597,67,195
24154,1646,11124
26374,1914,12806
7762,2774,19071
9743,2980,20811
25400,1792,12064
7289,2726,18697
7488,2749,18859
2212,1322,9974
2016,1113,8440
14366,480,3253
9007,2910,20145
4704,2429,16440
3097,2204,15034
6652,2646,18143
14810,534,3584
11597,172,1027
27561,2052,13615
21726,1356,2228
11296,140,783
5191,2483,16914
16412,726,4874
21827,1364,10774
1311,253,2052
8721,2876,19894
20047,1149,7805
11476,161,940
7570,2756,18933
17245,828,5540
4646,2422,16392
23475,1571,10554
4703,2429,16439
1677,727,5556
21057,1276,8603
20967,1263,8552
7486,2749,18857
23702,1596,10747
10340,32,21294
26716,1946,13030
22127,1395,9416
21709,1351,9131
26463,1922,12857
8175,2819,19420
19552,1087,20236
3473,2289,15397
768,2730,18907
23244,1537,10364
11173,124,673
25290,1781,11977
2138,1244,9387
17061,806,5424
5289,2494,16990
6907,2679,18389
19050,1032,16414
22228,1405,9499
12101,233,1406
18664,989,6710
28616,2179,14392
6083,2584,17677
6013,2574,17615
22205,1403,9483
4657,2423,16397
1728,772,5909
13751,413,2750
27636,2063,13667
23947,1622,10943
1346,285,2312
19743,1109,7541
24494,1687,11353
19456,1074,7299
22544,1448,9773
7842,2782,19146
20170,1164,7910
26849,1964,13093
11927,207,1257
26436,1920,12834
18305,951,6385
7892,2789,19191
19724,1108,7534
13908,429,2880
258,1982,14803
21453,1320,8927
6123,2589,17707
27250,2011,13396
2881,1971,14645
23600,1584,10647
16062,688,4558
4222,2373,16046
11655,178,1071
25577,1811,12200
18321,953,6420
27755,2075,13748
7408,2740,18788
26157,1885,12635
6941,2683,18421
19023,1029,7000
18164,929,6262
3413,2282,15335
1654,672,5177
26789,1957,13078
3710,2317,15600
17182,822,5508
13051,331,2186
16211,702,4689
21509,1326,6410
9160,2923,20286
26370,1914,12803
29066,2234,14753
25487,1804,12123
17177,821,5505
28705,2188,14467
25406,1792,12053
18057,922,6198
26572,1932,12922
6760,2661,18274
26473,1922,12859
24776,1719,11565
11058,108,550
3243,2265,15182
27843,2086,13828
14016,438,2976
13886,427,2859
13252,356,2356
28462,2160,14275
23439,1566,10525
22196,1402,9476
22180,1400,9464
1801,880,6774
24391,1671,11291
17949,912,6112
27588,2055,13635
25599,1815,12230
24472,1684,11346
6605,2642,18111
5472,2511,17142
4426,2398,16211
910,2882,20204
27246,2010,13391
27989,2104,13926
18334,953,6406
23238,1536,10345
4618,2418,15247
12401,260,1653
27579,2054,20055
4416,2398,16220
670,2621,18075
24855,1729,11644
8079,2811,19339
10241,23,21197
16233,706,4707
21276,1300,8765
11169,124,669
9279,2936,20385
6285,2609,17850
12005,222,1334
25934,1858,12473
21375,1309,8828
13508,385,9705
17678,872,5860
18315,953,6395
26404,1918,2907
2182,1288,9710
24816,1723,11591
19113,1038,7076
8752,2880,19913
22332,1422,9595
23768,1604,10815
13219,354,15605
6108,2586,17696
877,2849,19927
18760,999,6811
25055,1757,11798
25831,1846,12408
16554,743,4980
11667,179,11618
9993,3009,21004
13930,432,2901
6555,2637,18067
4592,2415,16354
14485,498,3342
3770,2321,15655
7493,2749,18853
17914,909,6089
28457,2157,14266
11417,155,872
8816,2887,19976
17352,841,5653
15273,592,13966
23610,1585,10660
15293,596,3905
11530,169,995
28849,2207,14580
28787,2197,14515
20395,1187,8093
13191,351,1323
11304,141,790
5709,2540,17350
21710,1351,9132
3632,2310,15537
5477,2512,17159
12266,249,310
25633,1818,12250
20084,1153,7832
2218,1322,9962
6425,2623,17954
29168,2250,14834
19926,1134,7703
12701,290,1900
2349,1409,10585
9649,2972,20737
6417,2623,17946
24533,1690,11405
26655,1943,13000
28494,2163,14302
18205,936,6305
25685,1824,12301
24200,1650,11164
18204,934,6304
14181,458,3108
27870,2090,13850
8140,2817,19396
23938,1621,10926
24565,1692,5276
9613,2967,16703
22876,1489,10072
6101,2585,17685
21459,1324,8930
24662,1704,11484
13587,397,2603
10497,50,98
7071,2700,17085
2966,2049,14916
2620,1653,12428
14199,458,3103
3228,2264,15173
1143,77,646
9496,2958,20601
2275,1355,10186
20277,1176,8015
22616,1457,9826
3039,2126,14973
19824,1120,7624
24503,1688,11365
3834,2330,15714
22871,1489,10068
12881,310,2035
18014,919,6160
13269,357,2364
2811,1916,14220
14260,466,3154
28191,2125,14079
170,1211,9142
21124,1283,8652
15900,670,4439
25808,1841,12388
1572,551,4209
5414,2506,7985
22145,1397,9435
26769,1954,14372
27465,2043,13569
19648,1097,7460
11189,126,689
28029,2109,13950
5086,2467,16796
21232,1295,8729
2633,1674,12593
20245,1174,7973
24464,1682,11340
29094,2239,14775
2296,1377,10348
934,2893,20329
819,2772,19275
216,1652,12417
2009,1113,8451
7936,2795,19222
10058,7,21077
8178,2820,19422
21437,1317,8890
8745,2879,16065
